Date,Close
2014-12-31,15961700.0
2013-12-31,15583300.0
2012-12-31,15354600.0
2011-12-31,15020600.0
2010-12-31,14783800.0
2009-12-31,14418700.0
2008-12-31,14830400.0
2007-12-31,14873700.0
2006-12-31,14613800.0
2005-12-31,14234200.0
2004-12-31,13773500.0
2003-12-31,13271100.0
2002-12-31,12908800.0
2001-12-31,12682200.0
2000-12-31,12559700.0
1999-12-31,12065900.0
1998-12-31,11525900.0
1997-12-31,11034900.0
1996-12-31,10561000.0
1995-12-31,10174800.0
1994-12-31,9905400.0
1993-04-12,9521000.0
