Date,Value
2013-10-30,1.6039
2013-10-29,1.6047
2013-10-28,1.61405
2013-10-25,1.6173
2013-10-24,1.62025
2013-10-23,1.6166
2013-10-22,1.62365
2013-10-21,1.6148
2013-10-18,1.6157
2013-10-17,1.6159
2013-10-16,1.5949
2013-10-15,1.59875
2013-10-14,1.5985
2013-10-11,1.5946
2013-10-10,1.597
2013-10-09,1.5958
2013-10-08,1.60865
2013-10-07,1.6091
2013-10-04,1.6012
2013-10-03,1.6158
2013-10-02,1.6227
2013-10-01,1.6196
2013-09-30,1.6186
2013-09-27,1.6142
2013-09-26,1.604
2013-09-25,1.6081
2013-09-24,1.6006
2013-09-23,1.6046
2013-09-20,1.6015
2013-09-19,1.6034
2013-09-18,1.6149
2013-09-17,1.5905
2013-09-16,1.5897
2013-09-13,1.58725
2013-09-12,1.5808
2013-09-11,1.5825
2013-09-10,1.5734
2013-09-09,1.56975
2013-09-06,1.56305
2013-09-05,1.5588
2013-09-04,1.56265
2013-09-03,1.55665
2013-09-02,1.55445
2013-08-30,1.5487
2013-08-29,1.5502
2013-08-28,1.55305
2013-08-27,1.554
2013-08-26,1.5581
2013-08-23,1.5567
2013-08-22,1.5594
2013-08-21,1.5656
2013-08-20,1.56715
2013-08-19,1.5652
2013-08-16,1.5621
2013-08-15,1.5642
2013-08-14,1.55025
2013-08-13,1.54535
2013-08-12,1.5464
2013-08-09,1.55115
2013-08-08,1.55385
2013-08-07,1.5491
2013-08-06,1.5347
2013-08-05,1.53545
2013-08-02,1.5296
2013-08-01,1.51205
2013-07-31,1.5209
2013-07-30,1.52415
2013-07-29,1.5345
2013-07-26,1.5381
2013-07-25,1.5402
2013-07-24,1.53145
2013-07-23,1.538
2013-07-22,1.53585
2013-07-19,1.5276
2013-07-18,1.5219
2013-07-17,1.52115
2013-07-16,1.5156
2013-07-15,1.5101
2013-07-12,1.51085
2013-07-11,1.5198
2013-07-10,1.49195
2013-07-09,1.48665
2013-07-08,1.495
2013-07-05,1.49085
2013-07-04,1.5076
2013-07-03,1.5283
2013-07-02,1.515
2013-07-01,1.5219
2013-06-28,1.5205
2013-06-27,1.5261
2013-06-26,1.53125
2013-06-25,1.54265
2013-06-24,1.5437
2013-06-21,1.54175
2013-06-20,1.54925
2013-06-19,1.5475
2013-06-18,1.56445
2013-06-17,1.5719
2013-06-14,1.57005
2013-06-13,1.5712
2013-06-12,1.56785
2013-06-11,1.5648
2013-06-10,1.5573
2013-06-07,1.55645
2013-06-06,1.5605
2013-06-05,1.54065
2013-06-04,1.5315
2013-06-03,1.5315
2013-05-31,1.5198
2013-05-30,1.5227
2013-05-29,1.513
2013-05-28,1.5037
2013-05-27,1.51055
2013-05-24,1.5123
2013-05-23,1.51065
2013-05-22,1.50455
2013-05-21,1.5154
2013-05-20,1.52605
2013-05-17,1.51725
2013-05-16,1.52665
2013-05-15,1.5231
2013-05-14,1.5226
2013-05-13,1.52955
2013-05-10,1.5365
2013-05-09,1.5502
2013-05-08,1.5534
2013-05-07,1.5484
2013-05-06,1.30745
2013-05-03,1.55715
2013-05-02,1.5534
2013-05-01,1.55645
2013-04-30,1.5534
2013-04-29,1.54985
2013-04-26,1.54795
2013-04-25,1.543
2013-04-24,1.5269
2013-04-23,1.5237
2013-04-22,1.5286
2013-04-19,1.52295
2013-04-18,1.5279
2013-04-17,1.5241
2013-04-16,1.5368
2013-04-15,1.5276
2013-04-12,1.535
2013-04-11,1.53865
2013-04-10,1.533
2013-04-09,1.53255
2013-04-08,1.52505
2013-04-05,1.5338
2013-04-04,1.5232
2013-04-03,1.5133
2013-04-02,1.5101
2013-04-01,1.5233
2013-03-29,1.5203
2013-03-28,1.5153
2013-03-27,1.51275
2013-03-26,1.516
2013-03-25,1.5183
2013-03-22,1.52345
2013-03-21,1.5169
2013-03-20,1.5102
2013-03-19,1.5101
2013-03-18,1.5108
2013-03-15,1.5104
2013-03-14,1.5074
2013-03-13,1.4919
2013-03-12,1.4906
2013-03-11,1.4922
2013-03-08,1.49235
2013-03-07,1.50145
2013-03-06,1.50315
2013-03-05,1.51265
2013-03-04,1.511
2013-03-01,1.5031
2013-02-27,1.5154
2013-02-26,1.51295
2013-02-25,1.5174
2013-02-22,1.52515
2013-02-21,1.525
2013-02-20,1.52325
2013-02-19,1.5429
2013-02-18,1.5465
2013-02-15,1.55155
2013-02-14,1.5492
2013-02-13,1.554
2013-02-12,1.5662
2013-02-11,1.56645
2013-02-08,1.57995
2013-02-07,1.5708
2013-02-06,1.56565
2013-02-05,1.5658
2013-02-04,1.5763
2013-02-01,1.571
2013-01-31,1.5857
2013-01-30,1.5806
2013-01-29,1.576
2013-01-28,1.5689
2013-01-25,1.57975
2013-01-24,1.57905
2013-01-23,1.58455
2013-01-22,1.5836
2013-01-21,1.58285
2013-01-18,1.58655
2013-01-17,1.59975
2013-01-16,1.5986
2013-01-15,1.60755
2013-01-14,1.6081
2013-01-11,1.6127
2013-01-10,1.6156
2013-01-09,1.6027
2013-01-08,1.606
2013-01-07,1.61135
2013-01-04,1.6073
2013-01-03,1.61035
2013-01-02,1.62505
2013-01-01,1.6249
2012-12-31,1.62335
2012-12-28,1.61695
2012-12-27,1.60995
2012-12-26,1.61285
2012-12-25,1.61275
2012-12-21,1.6223
2012-12-20,1.628
2012-12-19,1.6249
2012-12-18,1.62495
2012-12-17,1.6202
2012-12-14,1.6162
2012-12-13,1.6109
2012-12-12,1.615
2012-12-11,1.6114
2012-12-10,1.60745
2012-12-07,1.6036
2012-12-06,1.605
2012-12-05,1.60915
2012-12-04,1.6097
2012-12-03,1.60915
2012-11-30,1.60195
2012-11-29,1.6039
2012-11-28,1.6014
2012-11-27,1.60205
2012-11-26,1.60255
2012-11-23,1.60325
2012-11-22,1.5943
2012-11-21,1.5952
2012-11-20,1.59255
2012-11-19,1.5911
2012-11-16,1.5889
2012-11-15,1.586
2012-11-14,1.584
2012-11-13,1.58715
2012-11-12,1.588
2012-11-09,1.5897
2012-11-08,1.5983
2012-11-07,1.5989
2012-11-06,1.60055
2012-11-05,1.5978
2012-11-02,1.6021
2012-11-01,1.6124
2012-10-31,1.61325
2012-10-30,1.6073
2012-10-29,1.60305
2012-10-26,1.60945
2012-10-25,1.61225
2012-10-24,1.60415
2012-10-23,1.595
2012-10-22,1.601
2012-10-19,1.6006
2012-10-18,1.60525
2012-10-17,1.61485
2012-10-16,1.6113
2012-10-15,1.6074
2012-10-12,1.6075
2012-10-11,1.60445
2012-10-10,1.6012
2012-10-09,1.5999
2012-10-08,1.60235
2012-10-05,1.61355
2012-10-04,1.6193
2012-10-03,1.6073
2012-10-02,1.6135
2012-10-01,1.6128
2012-09-28,1.61465
2012-09-27,1.623
2012-09-26,1.6167
2012-09-25,1.61845
2012-09-24,1.6221
2012-09-21,1.62355
2012-09-20,1.62125
2012-09-19,1.6216
2012-09-18,1.6248
2012-09-17,1.6245
2012-09-14,1.62305
2012-09-13,1.6152
2012-09-12,1.61035
2012-09-11,1.60735
2012-09-10,1.5993
2012-09-07,1.60035
2012-09-06,1.5932
2012-09-05,1.5903
2012-09-04,1.58695
2012-09-03,1.5891
2012-08-31,1.5874
2012-08-30,1.5787
2012-08-29,1.5832
2012-08-28,1.5823
2012-08-27,1.5794
2012-08-24,1.58065
2012-08-23,1.586
2012-08-22,1.58735
2012-08-21,1.5784
2012-08-20,1.5707
2012-08-17,1.56845
2012-08-16,1.5737
2012-08-15,1.5684
2012-08-14,1.5682
2012-08-13,1.56875
2012-08-10,1.5685
2012-08-09,1.5638
2012-08-08,1.5654
2012-08-07,1.5625
2012-08-06,1.56045
2012-08-03,1.5638
2012-08-02,1.55135
2012-08-01,1.5536
2012-07-31,1.5674
2012-07-30,1.57095
2012-07-27,1.57255
2012-07-26,1.5689
2012-07-25,1.55025
2012-07-24,1.5516
2012-07-23,1.5524
2012-07-20,1.5624
2012-07-19,1.5725
2012-07-18,1.565
2012-07-17,1.5652
2012-07-16,1.5638
2012-07-13,1.55765
2012-07-12,1.5432
2012-07-11,1.5504
2012-07-10,1.5517
2012-07-09,1.5534
2012-07-06,1.549
2012-07-05,1.5524
2012-07-04,1.5598
2012-07-03,1.569
2012-07-02,1.5699
2012-06-29,1.5668
2012-06-28,1.5514
2012-06-27,1.5562
2012-06-26,1.5639
2012-06-25,1.55715
2012-06-22,1.55815
2012-06-21,1.559
2012-06-20,1.5714
2012-06-19,1.57265
2012-06-18,1.56655
