Date,Value,RD1_Value,RD_P1_Value,RD_B1_Value,RD2_Value,RD_P2_Value,RD_B2_Value,RD3_Value,RD_P3_Value,RD_B3_Value,RD5_Value,RD_P5_Value,RD_B5_Value,RD10_Value,RD_P10_Value,RD_B10_Value,RD30_Value,RD_P30_Value,RD_B30_Value,Log_Return_1_Value,Log_Return_2_Value,Log_Return_3_Value,Log_Return_5_Value,Log_Return_10_Value,Log_Return_30_Value
1993-07-07,107.8,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,
1993-07-08,108.63,0.83,0.769944341373,1,,,0,,,0,,,0,,,0,,,0,0.00766995397076,,,,,
1993-07-09,109.72,1.09,1.00340605726,1,1.92,1.78107606679,1,,,0,,,0,,,0,,,0,0.00998405362374,0.0176540075945,,,,
1993-07-12,109.75,0.03,0.0273423259205,1,1.12,1.03102273773,1,1.95,1.80890538033,1,,,0,,,0,,,0,0.000273385885878,0.0102574395096,0.0179273934804,,,
1993-07-13,108.3,-1.45,-1.32118451025,0,-1.42,-1.2942034269,0,-0.33,-0.303783485225,0,,,0,,,0,,,0,-0.0132998979483,-0.0130265120625,-0.00304245843871,,,
1993-07-14,107.55,-0.75,-0.692520775623,0,-2.2,-2.00455580866,0,-2.17,-1.97776157492,0,-0.25,-0.231910946197,0,,,0,,,0,-0.00694929829321,-0.0202491962415,-0.0199758103557,-0.00232180276116,,
1993-07-15,108.05,0.5,0.46490004649,1,-0.25,-0.230840258541,0,-1.7,-1.54897494305,0,-0.58,-0.533922489183,0,,,0,,,0,0.00463822723916,-0.00231107105405,-0.0156109690024,-0.00535352949276,,
1993-07-16,108.35,0.3,0.277649236465,1,0.8,0.743840074384,1,0.05,0.0461680517082,1,-1.37,-1.2486328837,0,,,0,,,0,0.00277264502947,0.00741087226863,0.000461573975423,-0.012564938087,,
1993-07-19,108.5,0.15,0.138440239963,1,0.45,0.416473854697,1,0.95,0.883310088331,1,-1.25,-1.13895216401,0,,,0,,,0,0.00138344499815,0.00415609002762,0.00879431726678,-0.0114548789748,,
1993-07-20,108.75,0.25,0.230414746544,1,0.4,0.369173973235,1,0.7,0.647848218417,1,0.45,0.415512465374,1,,,0,,,0,0.00230149698828,0.00368494198643,0.0064575870159,0.00414651596185,,
1993-07-21,108.55,-0.2,-0.183908045977,0,0.05,0.0460829493088,1,0.2,0.184586986617,1,1.0,0.92980009298,1,0.75,0.69573283859,1,,,0,-0.00184077364449,0.000460723343787,0.00184416834193,0.00925504061056,0.0069332378494,
1993-07-22,106.8,-1.75,-1.6121602948,0,-1.95,-1.79310344828,0,-1.7,-1.5668202765,0,-1.25,-1.1568718186,0,-1.83,-1.68461750898,0,,,0,-0.0162529697982,-0.0180937434427,-0.0157922464544,-0.0116361564268,-0.0169896859196,
1993-07-23,106.75,-0.05,-0.0468164794007,0,-1.8,-1.6582220175,0,-2.0,-1.83908045977,0,-1.6,-1.47669589294,0,-2.97,-2.70689026613,0,,,0,-0.000468274417361,-0.0167212442156,-0.0185620178601,-0.0148770758736,-0.0274420139607,
1993-07-26,106.82,0.07,0.0655737704918,1,0.02,0.0187265917603,1,-1.73,-1.59373560571,0,-1.68,-1.54838709677,0,-2.93,-2.66970387244,0,,,0,0.00065552280289,0.00018724838553,-0.0160657214127,-0.0156049980689,-0.0270598770437,
1993-07-27,106.45,-0.37,-0.346377082943,0,-0.3,-0.281030444965,0,-0.35,-0.327715355805,0,-2.3,-2.11494252874,0,-1.85,-1.7082179132,0,,,0,-0.00346978357214,-0.00281426076925,-0.00328253518661,-0.0213762786293,-0.0172297626675,
1993-07-28,105.2,-1.25,-1.17426021606,0,-1.62,-1.51656993072,0,-1.55,-1.45199063232,0,-3.35,-3.08613542146,0,-2.35,-2.1850302185,0,,,0,-0.0118120910359,-0.015281874608,-0.0146263518051,-0.0313475960207,-0.0220925554101,
1993-07-29,106.35,1.15,1.09315589354,1,-0.1,-0.0939408172851,0,-0.47,-0.439992510766,0,-0.45,-0.421348314607,0,-1.7,-1.5733456733,0,,,0,0.0108722413426,-0.000939849693242,-0.00440963326538,-0.00422238487985,-0.0158585413066,
1993-07-30,104.8,-1.55,-1.45745181006,0,-0.4,-0.380228136882,0,-1.65,-1.5500234852,0,-1.95,-1.82669789227,0,-3.55,-3.27641901246,0,,,0,-0.0146817697593,-0.00380952841667,-0.0156216194525,-0.0184358802218,-0.0333129560954,
1993-08-02,104.72,-0.08,-0.0763358778626,0,-1.63,-1.53267512929,0,-0.48,-0.456273764259,0,-2.1,-1.96592398427,0,-3.78,-3.48387096774,0,,,0,-0.000763650285297,-0.0154454200446,-0.00457317870197,-0.01985505331,-0.0354600513789,
1993-08-03,104.3,-0.42,-0.401069518717,0,-0.5,-0.477099236641,0,-2.05,-1.92759755524,0,-2.15,-2.01972757163,0,-4.45,-4.09195402299,0,,,0,-0.00401875959492,-0.00478240988022,-0.0194641796395,-0.0204040293328,-0.0417803079621,
1993-08-04,104.85,0.55,0.527325023969,1,0.13,0.124140565317,1,0.05,0.0477099236641,1,-0.35,-0.332699619772,0,-3.7,-3.40856748042,0,,,0,0.0052593953412,0.00124063574628,0.000476985460987,-0.00333254295568,-0.0346801389764,
1993-08-05,104.2,-0.65,-0.619933237959,0,-0.1,-0.0958772770853,0,-0.52,-0.496562261268,0,-2.15,-2.02162670428,0,-2.6,-2.43445692884,0,,,0,-0.00621862802866,-0.00095923268746,-0.00497799228238,-0.020423412327,-0.0246457972068,
1993-08-06,104.42,0.22,0.21113243762,1,-0.43,-0.410109680496,0,0.12,0.115052732502,1,-0.38,-0.362595419847,0,-2.33,-2.18266978923,0,,,0,0.00210909866314,-0.00410952936552,0.00114986597568,-0.00363254390454,-0.0220684241263,
1993-08-09,104.8,0.38,0.36391495882,1,0.6,0.575815738964,1,-0.05,-0.0476871721507,0,0.08,0.0763941940413,1,-2.02,-1.89103164201,0,,,0,0.00363254390454,0.00574164256768,-0.000476985460987,0.000763650285297,-0.0190914030247,
1993-08-10,104.5,-0.3,-0.286259541985,0,0.08,0.0766136755411,1,0.3,0.287907869482,1,0.2,0.191754554171,1,-1.95,-1.83184593706,0,,,0,-0.00286670048208,0.000765843422459,0.0028749420856,0.00191570939814,-0.0184883199346,
1993-08-11,103.73,-0.77,-0.736842105263,0,-1.07,-1.02099236641,0,-0.69,-0.660792951542,0,-1.12,-1.06819265618,0,-1.47,-1.39733840304,0,,,0,-0.00739570196113,-0.0102624024432,-0.00662985853867,-0.0107393879042,-0.0140719308599,
1993-08-12,103.2,-0.53,-0.510941868312,0,-1.3,-1.24401913876,0,-1.6,-1.52671755725,0,-1.0,-0.959692898273,0,-3.15,-2.96191819464,0,,,0,-0.00512251639627,-0.0125182183574,-0.0153849188395,-0.0096432762718,-0.0300666885988,
1993-08-13,102.4,-0.8,-0.77519379845,0,-1.33,-1.28217487708,0,-2.1,-2.00956937799,0,-2.02,-1.93449530741,0,-2.4,-2.29007633588,0,,,0,-0.00778214044205,-0.0129046568383,-0.0203003587995,-0.019534515377,-0.0231670592815,
1993-08-16,101.03,-1.37,-1.337890625,0,-2.17,-2.10271317829,0,-2.7,-2.60291140461,0,-3.77,-3.59732824427,0,-3.69,-3.52368220015,0,,,0,-0.0134692101658,-0.0212513506078,-0.0263738670041,-0.0366362694473,-0.035872619162,
1993-08-17,101.5,0.47,0.465208353954,1,-0.9,-0.87890625,0,-1.7,-1.64728682171,0,-3.0,-2.87081339713,0,-2.8,-2.68456375839,0,,,0,0.0046412960422,-0.00882791412357,-0.0166100545656,-0.029128272923,-0.0272125635249,
1993-08-18,101.75,0.25,0.246305418719,1,0.72,0.712659606058,1,-0.65,-0.634765625,0,-1.98,-1.90880169671,0,-3.1,-2.95660467334,0,-6.05,-5.61224489796,0,0.00246002584086,0.00710132188306,-0.0063678882827,-0.019272545121,-0.0300119330252,-0.0577588341522
1993-08-19,103.65,1.9,1.86732186732,1,2.15,2.11822660099,1,2.62,2.59328912204,1,0.45,0.436046511628,1,-0.55,-0.52783109405,0,-4.98,-4.58436895885,0,0.0185010145591,0.0209610403999,0.0256023364421,0.00435098583433,-0.00529229043748,-0.0469277735639
1993-08-20,105.0,1.35,1.3024602026,1,3.25,3.1941031941,1,3.5,3.44827586207,1,2.6,2.5390625,1,0.58,0.555449147673,1,-4.72,-4.30185927816,0,0.0129405112757,0.0314415258348,0.0339015516757,0.0250736375521,0.00553912217512,-0.0439713159119
1993-08-23,103.3,-1.7,-1.61904761905,0,-0.35,-0.337674867342,0,1.55,1.52334152334,1,2.27,2.2468573691,1,-1.5,-1.43129770992,0,-6.45,-5.87699316629,0,-0.0163229740319,-0.0033824627562,0.0151185518029,0.022219873686,-0.0144163957613,-0.0605676758297
1993-08-24,103.85,0.55,0.53242981607,1,-1.15,-1.09523809524,0,0.2,0.192957067053,1,2.35,2.31527093596,1,-0.65,-0.622009569378,0,-4.45,-4.10895660203,0,0.00531017419653,-0.0110127998354,0.00192771144033,0.0228887518403,-0.00623952108274,-0.0419576036848
1993-08-25,105.0,1.15,1.10736639384,1,1.7,1.64569215876,1,0.0,0.0,0,3.25,3.1941031941,1,1.27,1.22433240143,1,-2.55,-2.3709902371,0,0.0110127998354,0.0163229740319,0.0,0.0314415258348,0.0121689807138,-0.0239955055562
1993-08-26,104.7,-0.3,-0.285714285714,0,0.85,0.818488204141,1,1.4,1.35527589545,1,1.05,1.01302460203,1,1.5,1.45348837209,1,-3.35,-3.10041647385,0,-0.00286123228103,0.00815156755437,0.0134617417509,0.0100792789947,0.014430264829,-0.0314949650764
1993-08-27,104.25,-0.45,-0.429799426934,0,-0.75,-0.714285714286,0,0.4,0.385170919596,1,-0.75,-0.714285714286,0,1.85,1.806640625,1,-4.1,-3.78403322566,0,-0.00430725719758,-0.00716848947861,0.00384431035679,-0.00716848947861,0.0179051480735,-0.0385748673035
1993-08-30,104.55,0.3,0.287769784173,1,-0.15,-0.143266475645,0,-0.45,-0.428571428571,0,1.25,1.21006776379,1,3.52,3.48411362961,1,-3.95,-3.64055299539,0,0.00287356519573,-0.00143369200185,-0.00429492428288,0.012028049749,0.034247923435,-0.0370847471059
1993-08-31,104.65,0.1,0.0956480153037,1,0.4,0.383693045564,1,-0.05,-0.0477554918816,0,0.8,0.770341839191,1,3.15,3.10344827586,1,-4.1,-3.77011494253,0,0.000956023017366,0.0038295882131,-0.000477668984482,0.00767389856989,0.0305626504102,-0.0384302210768
1993-09-01,105.35,0.7,0.66889632107,1,0.8,0.765184122429,1,1.1,1.0551558753,1,0.35,0.333333333333,1,3.6,3.53808353808,1,-3.2,-2.94795025334,0,0.00666669135819,0.00762271437556,0.0104962795713,0.00332779009267,0.0347693159275,-0.0299227560741
1993-09-02,105.85,0.5,0.47460844803,1,1.2,1.14667940755,1,1.3,1.24342419895,1,1.15,1.09837631328,1,2.2,2.12252773758,1,-0.95,-0.889513108614,0,0.00473485733068,0.0114015486889,0.0123575717062,0.0109238797044,0.0210031586991,-0.00893492894522
1993-09-03,104.92,-0.93,-0.878601794993,0,-0.43,-0.408163265306,0,0.27,0.258002866699,1,0.67,0.642685851319,1,-0.08,-0.0761904761905,0,-1.83,-1.71428571429,0,-0.0088248425822,-0.00408998525153,0.00257670610666,0.00640629431976,-0.00076219515885,-0.0172914971101
1993-09-07,104.05,-0.87,-0.82920320244,0,-1.8,-1.70051960321,0,-1.3,-1.23398196488,0,-0.5,-0.478240076518,0,0.75,0.726040658277,1,-2.77,-2.59314735068,0,-0.00832660215903,-0.0171514447412,-0.0124165874106,-0.004793873035,0.00723417671405,-0.026273622072
1993-09-08,105.5,1.45,1.39356078808,1,0.58,0.55280213496,1,-0.35,-0.330656589513,0,0.85,0.812231247014,1,1.65,1.58883004333,1,-0.95,-0.892437764209,0,0.0138394000765,0.00551279791745,-0.00331204466475,0.00808950402411,0.015763402594,-0.00896443842337
1993-09-09,105.07,-0.43,-0.407582938389,0,1.02,0.980297933686,1,0.15,0.142966069386,1,-0.28,-0.265780730897,0,0.07,0.0666666666667,1,-0.13,-0.123574144487,0,-0.00408415821544,0.00975524186104,0.00142863970201,-0.00266134554951,0.00066644454316,-0.00123650560293
1993-09-10,106.35,1.28,1.21823546207,1,0.85,0.805687203791,1,2.3,2.21047573282,1,0.5,0.472366556448,1,1.65,1.57593123209,1,0.0,0.0,0,0.0121087469456,0.00802458873012,0.0218639888066,0.00471254406537,0.0156364237698,0.0
1993-09-13,106.45,0.1,0.0940291490362,1,1.38,1.31341010755,1,0.95,0.900473933649,1,1.53,1.45825390774,1,2.2,2.1103117506,1,1.65,1.57442748092,1,0.000939849693242,0.0130485966388,0.00896443842337,0.0144772363408,0.0208835306606,0.0156216194525
1993-09-14,105.82,-0.63,-0.591827148896,0,-0.53,-0.498354489892,0,0.75,0.713809841058,1,1.77,1.70110523787,1,1.27,1.21472979436,1,1.1,1.05042016807,1,-0.0059358538635,-0.00499600417026,0.0071127427753,0.0168679846363,0.0120741116013,0.0104494158743
1993-09-15,105.82,0.0,0.0,0,-0.63,-0.591827148896,0,-0.53,-0.498354489892,0,0.32,0.303317535545,1,1.17,1.11801242236,1,1.52,1.4573346117,1,0.0,-0.0059358538635,-0.00499600417026,0.00302858455986,0.011118088584,0.0144681754693
1993-09-16,104.55,-1.27,-1.20015120015,0,-1.27,-1.20015120015,0,-1.9,-1.78487552842,0,-0.52,-0.494908156467,0,-0.8,-0.759373516849,0,-0.3,-0.286123032904,0,-0.0120741116013,-0.0120741116013,-0.0180099654648,-0.00496136882604,-0.00762271437556,-0.00286533147329
1993-09-17,104.37,-0.18,-0.172166427547,0,-1.45,-1.37025137025,0,-1.45,-1.37025137025,0,-1.98,-1.86177715092,0,-1.48,-1.39820500709,0,0.17,0.163147792706,1,-0.00172314804268,-0.013797259644,-0.013797259644,-0.0187932638143,-0.0140807197489,0.00163014851269
1993-09-20,103.97,-0.4,-0.383251892306,0,-0.58,-0.554758488761,0,-1.85,-1.74825174825,0,-2.48,-2.32973226867,0,-0.95,-0.905451772779,0,-0.45,-0.430951924919,0,-0.00383988184208,-0.00556302988476,-0.0176371414861,-0.0235729953496,-0.00909575900879,-0.00431883199253
1993-09-21,106.35,2.38,2.28912186208,1,1.98,1.89709686692,1,1.8,1.72166427547,1,0.53,0.500850500851,1,2.3,2.21047573282,1,1.55,1.47900763359,1,0.0226331456564,0.0187932638143,0.0170701157716,0.00499600417026,0.0218639888066,0.0146817697593
1993-09-22,106.25,-0.1,-0.0940291490362,0,2.28,2.19294027123,1,1.88,1.80128389384,1,0.43,0.40635040635,1,0.75,0.710900473934,1,1.75,1.67464114833,1,-0.00094073384172,0.0216924118146,0.0178525299726,0.00405527032854,0.00708385488841,0.0166077363997
1993-09-23,106.12,-0.13,-0.122352941176,0,-0.23,-0.216267042783,0,2.15,2.06790420314,1,1.57,1.50167384027,1,1.05,0.999333777482,1,2.39,2.30405861371,1,-0.00122427853499,-0.00216501237671,0.0204681332797,0.0149051033949,0.00994373456886,0.0227791598258
1993-09-24,105.97,-0.15,-0.141349415756,0,-0.28,-0.263529411765,0,-0.38,-0.357310766338,0,1.6,1.53300756922,1,-0.38,-0.357310766338,0,2.77,2.68410852713,1,-0.00141449408279,-0.00263877261778,-0.0035795064595,0.0152137573548,-0.0035795064595,0.0264871821393
1993-09-27,105.95,-0.02,-0.0188732660187,0,-0.17,-0.160196004523,0,-0.3,-0.282352941176,0,1.98,1.9043954987,1,-0.5,-0.469704086426,0,3.55,3.466796875,1,-0.000188750472437,-0.00160324455523,-0.00282752309022,0.0188648887244,-0.00470810662518,0.0340805721089
1993-09-28,105.35,-0.6,-0.566304860783,0,-0.62,-0.585071246579,0,-0.77,-0.725593667546,0,-1.0,-0.940291490362,0,-0.47,-0.44415044415,0,4.32,4.27595763635,1,-0.00567914446411,-0.00586789493655,-0.00728238901934,-0.00944740139605,-0.00445139722579,0.0418706378106
1993-09-29,105.25,-0.1,-0.0949216896061,0,-0.7,-0.660689004247,0,-0.72,-0.679437576673,0,-1.0,-0.941176470588,0,-0.57,-0.538650538651,0,3.75,3.69458128079,1,-0.000949667687707,-0.00662881215182,-0.00681756262425,-0.00945633524204,-0.00540106491349,0.0362796740806
1993-09-30,105.7,0.45,0.427553444181,1,0.35,0.332225913621,1,-0.25,-0.23596035866,0,-0.42,-0.395778364116,0,1.15,1.09995217599,1,3.95,3.88206388206,1,0.0042664203137,0.00331675262599,-0.00236239183812,-0.00396563639335,0.0109394670015,0.0380860685535
1993-10-01,105.7708,0.0708,0.0669820245979,1,0.5208,0.494821852732,1,0.4208,0.399430469862,1,-0.1992,-0.187977729546,0,1.4008,1.34214812686,1,2.1208,2.04611673903,1,0.000669596016522,0.00493601633022,0.00398634864252,-0.00188154629403,0.0133322110608,0.0202546500109
1993-10-04,105.6555,-0.1153,-0.109009291789,0,-0.0445,-0.0421002838221,0,0.4055,0.385273159145,1,-0.2945,-0.277961302501,0,1.6855,1.62114071367,1,0.6555,0.624285714286,1,-0.00109068750132,-0.000421091484797,0.0038453288289,-0.00278348332291,0.0160814054015,0.00622345123387
1993-10-05,105.52,-0.1355,-0.128246991401,0,-0.2508,-0.237116482054,0,-0.18,-0.170293282876,0,0.17,0.16136687233,1,-0.83,-0.780441937,0,2.22,2.1490803485,1,-0.00128329298234,-0.00237398048365,-0.00170438446713,0.00161236815886,-0.00783503323719,0.0212631322835
1993-10-06,105.62,0.1,0.0947687642153,1,-0.0355,-0.0335997652749,0,-0.1508,-0.142572430198,0,0.37,0.351543942993,1,-0.63,-0.592941176471,0,1.77,1.70438131921,1,0.000947238869728,-0.000336054112607,-0.00142674161393,0.0035092747163,-0.00594706052574,0.0169001969567
1993-10-07,105.3,-0.32,-0.302972921795,0,-0.22,-0.208491281274,0,-0.3555,-0.336470888879,0,-0.4,-0.378429517502,0,-0.82,-0.772710139465,0,0.3,0.285714285714,1,-0.00303432813886,-0.00208708926913,-0.00337038225146,-0.00379147373626,-0.00775711012961,0.00285306898241
1993-10-08,105.55,0.25,0.237416904084,1,-0.07,-0.0662753266427,0,0.03,0.0284306292646,1,-0.2208,-0.208753266497,0,-0.42,-0.396338586392,0,0.85,0.811843361987,1,0.0023713551544,-0.000662972984458,0.00028426588527,-0.00208971459838,-0.00397126089242,0.00808565641784
1993-10-11,106.35,0.8,0.757934628138,1,1.05,0.997150997151,1,0.73,0.691156977845,1,0.6945,0.657324985448,1,0.4,0.377536573856,1,2.1,2.01438848921,1,0.00755076735192,0.00992212250632,0.00688779436746,0.00655174025485,0.00376825693194,0.0199436809673
1993-10-12,105.9,-0.45,-0.423131170663,0,0.35,0.331596399811,1,0.6,0.569800569801,1,0.38,0.360121304018,1,0.55,0.522069292833,1,1.35,1.2912482066,1,-0.00424028903889,0.00331047831303,0.00568183346743,0.0035947441983,0.00520711235716,0.0128298267327
1993-10-13,105.92,0.02,0.0188857412653,1,-0.43,-0.404325340856,0,0.37,0.350544765514,1,0.3,0.284037114183,1,0.67,0.636579572447,1,1.27,1.21356903966,1,0.000188839581337,-0.00405144945755,0.00349931789437,0.00283634490991,0.00634561962621,0.0120626432967
1993-10-14,107.3,1.38,1.30287009063,1,1.4,1.32200188857,1,0.95,0.893276915844,1,2.0,1.89933523267,1,1.6,1.51371807001,1,1.95,1.85097294732,1,0.012944557448,0.0131333970293,0.00889310799041,0.0188152304967,0.0150237567605,0.0183405093865
1993-10-15,107.05,-0.25,-0.232991612302,0,1.13,1.0668429003,1,1.15,1.08593012276,1,1.5,1.42112742776,1,1.2792,1.20940751134,1,1.2,1.13367973547,1,-0.00233263460096,0.010611922847,0.0108007624283,0.0141112407414,0.012021526143,0.0112730174548
1993-10-18,107.55,0.5,0.467071461934,1,0.25,0.232991612302,1,1.63,1.53889728097,1,1.2,1.12834978843,1,1.8945,1.79309169897,1,2.63,2.5066717499,1,0.00465984067805,0.00232720607709,0.015271763525,0.0112203140675,0.0177720543223,0.0247577007151
1993-10-19,107.05,-0.5,-0.46490004649,0,0.0,0.0,0,-0.25,-0.232991612302,0,1.15,1.08593012276,1,1.53,1.44996209249,1,3.0,2.88322921672,1,-0.00465984067805,0.0,-0.00233263460096,0.0108007624283,0.0143955066266,0.028424462196
1993-10-20,107.4,0.35,0.326950023354,1,-0.15,-0.139470013947,0,0.35,0.326950023354,1,1.48,1.39728096677,1,1.78,1.68528687749,1,1.9,1.8009478673,1,0.00326416703907,-0.00139567363897,0.00326416703907,0.0138760898861,0.016712434796,0.0178492291586
1993-10-21,108.17,0.77,0.716945996276,1,1.12,1.04624007473,1,0.62,0.576476057648,1,0.87,0.810810810811,1,2.87,2.72554605888,1,3.1,2.95041400971,1,0.00714388156743,0.0104080486065,0.00574820792846,0.00807541400555,0.0268906445023,0.0290772689415
1993-10-22,108.37,0.2,0.1848941481,1,0.97,0.903165735568,1,1.32,1.2330686595,1,1.32,1.2330686595,1,2.82,2.67171956419,1,2.02,1.89938881053,1,0.00184723429271,0.00899111586014,0.0122552828992,0.0122552828992,0.0263665236406,0.0188157562887
1993-10-25,108.32,-0.05,-0.0461382301375,0,0.15,0.138670611075,1,0.92,0.856610800745,1,0.77,0.715946071595,1,1.97,1.85237423601,1,1.87,1.75669328323,1,-0.000461488770939,0.00138574552177,0.0085296270892,0.00713395345023,0.0183542675177,0.0174144178245
1993-10-26,108.1,-0.22,-0.203101920236,0,-0.27,-0.249146442742,0,-0.07,-0.0647129518351,0,1.05,0.980850070061,1,2.2,2.07743153919,1,2.28,2.1546021546,1,-0.0020330845188,-0.00249457328974,-0.000647338997036,0.00976070960947,0.0205614720378,0.0213171871692
1993-10-27,108.45,0.35,0.323774283071,1,0.13,0.120014771049,1,0.08,0.07382116822,1,1.05,0.977653631285,1,2.53,2.38859516616,1,2.63,2.48535248535,1,0.00323251262772,0.00119942810892,0.00073793933798,0.00972905519812,0.0236051450842,0.0245496997969
1993-10-28,108.55,0.1,0.0922083909636,1,0.45,0.416281221092,1,0.23,0.212333825702,1,0.38,0.35129888139,1,1.25,1.16495806151,1,4.0,3.82592061215,1,0.000921659051417,0.00415417167914,0.00212108716034,0.0035068326821,0.0115822466876,0.0375454704497
1993-10-29,108.32,-0.23,-0.211883924459,0,-0.13,-0.119870908253,0,0.22,0.203515263645,1,-0.05,-0.0461382301375,0,1.27,1.18636151331,1,3.95,3.78461243652,1,-0.00212108716034,-0.00119942810892,0.0020330845188,-0.000461488770939,0.0117937941283,0.037147531332
1993-11-01,108.47,0.15,0.138478581979,1,-0.08,-0.0736987563335,0,0.02,0.0184416781927,1,0.15,0.138478581979,1,0.92,0.855416085542,1,4.5,4.32817158796,1,0.00138382788816,-0.000737259272175,0.000184399779243,0.00138382788816,0.00851778133839,0.0423712410622
1993-11-02,107.65,-0.82,-0.755969392459,0,-0.67,-0.618537666174,0,-0.9,-0.829111008752,0,-0.45,-0.416281221092,0,0.6,0.56048575432,1,1.3,1.22237893747,1,-0.00758841324175,-0.00620458535359,-0.00832567251393,-0.00417150083479,0.00558920877468,0.0121496821641
1993-11-03,107.18,-0.47,-0.436600092894,0,-1.29,-1.18926892228,0,-1.14,-1.05243722304,0,-1.27,-1.17104656524,0,-0.22,-0.204841713222,0,0.93,0.875294117647,1,-0.00437555974367,-0.0119639729854,-0.0105801450973,-0.0117795732062,-0.00205051800806,0.00871485626218
1993-11-04,108.27,1.09,1.01698078,1,0.62,0.575940548072,1,-0.2,-0.184382778648,0,-0.28,-0.257945647167,0,0.1,0.0924470740501,1,2.15,2.0260082925,1,0.0101184432561,0.00574288351243,-0.00184552972932,-0.00258278900149,0.000924043680609,0.0200575780533
1993-11-05,108.2,-0.07,-0.0646531818602,0,1.02,0.951670087703,1,0.55,0.510915002322,1,-0.12,-0.110782865583,0,-0.17,-0.156869982467,0,2.23,2.10436916108,1,-0.000646740910426,0.00947170234568,0.00509614260201,-0.00110844275158,-0.00156993152252,0.0208253312256
1993-11-08,108.1,-0.1,-0.0924214417745,0,-0.17,-0.157014870232,0,0.92,0.858369098712,1,-0.37,-0.3411081405,0,-0.22,-0.203101920236,0,2.15,2.02925908447,1,-0.000924641767219,-0.00157138267764,0.00854706057846,-0.00341691240696,-0.0020330845188,0.0200894399309
1993-11-09,108.3,0.2,0.185013876041,1,0.1,0.0924214417745,1,0.03,0.0277085065115,1,0.65,0.603808639108,1,0.2,0.185013876041,1,2.95,2.80018984338,1,0.00184842936178,0.000923787594564,0.000277046684138,0.00601993019657,0.00184842936178,0.0276170137567
1993-11-10,107.32,-0.98,-0.904893813481,0,-0.78,-0.721554116559,0,-0.88,-0.813308687616,0,0.14,0.130621384587,1,-1.13,-1.04195481789,0,2.07,1.96674584323,1,-0.00909012844952,-0.00724169908774,-0.00816634085496,0.00130536149072,-0.0104742117155,0.0194765529949
1993-11-11,106.52,-0.8,-0.74543421543,0,-1.78,-1.64358264081,0,-1.58,-1.46160962072,0,-1.75,-1.6163295465,0,-2.03,-1.87010594196,0,0.82,0.77578051088,1,-0.00748226461169,-0.0165723930612,-0.0147239636994,-0.0162953463771,-0.0188781353786,0.00772786806954
1993-11-12,106.27,-0.25,-0.23469770935,0,-1.05,-0.978382407753,0,-2.03,-1.87442289935,0,-1.93,-1.78373382625,0,-2.05,-1.89254062038,0,0.4992,0.471963906863,1,-0.00234973556113,-0.00983200017282,-0.0189221286223,-0.0179983410278,-0.0191067837794,0.00470853649189
1993-11-15,106.38,0.11,0.103509927543,1,-0.14,-0.131430717236,0,-0.94,-0.875885203131,0,-1.72,-1.59111933395,0,-2.09,-1.92680003688,0,0.7245,0.685719153286,1,0.00103456392957,-0.00131517163156,-0.00879743624325,-0.016039135331,-0.019456047738,0.00683378792278
1993-11-16,106.35,-0.03,-0.0282007896221,0,0.08,0.075279947304,1,-0.17,-0.159594442358,0,-1.95,-1.80055401662,0,-1.3,-1.20761727822,0,0.83,0.786580742987,1,-0.000282047667925,0.000752516261642,-0.00159721929949,-0.0181696123607,-0.0121496821641,0.00783503323719
1993-11-17,107.07,0.72,0.677009873061,1,0.69,0.648618161309,1,0.8,0.75279947304,1,-0.25,-0.232948192322,0,-0.11,-0.10263108789,0,1.45,1.37284605188,1,0.00674728452393,0.00646523685601,0.00749980078557,-0.00233219938724,-0.00102683789653,0.0136350788914
1993-11-18,107.15,0.08,0.0747174745494,1,0.8,0.75223319229,1,0.77,0.723820266967,1,0.63,0.591438227563,1,-1.12,-1.03445090976,0,1.85,1.75688509022,1,0.000746895749407,0.00749418027334,0.00721213260541,0.00589696097385,-0.0103983854032,0.0174163027797
1993-11-19,108.32,1.17,1.09192720485,1,1.25,1.16746053983,1,1.97,1.85237423601,1,2.05,1.92904864967,1,0.12,0.110905730129,1,2.77,2.62434864993,1,0.0108600872444,0.0116069829938,0.0183542675177,0.0191067837794,0.00110844275158,0.0259050348696
1993-11-22,108.35,0.03,0.0276957163959,1,1.2,1.11992533831,1,1.28,1.19547959279,1,1.97,1.85185185185,1,0.25,0.231267345051,1,2.0,1.88058298072,1,0.000276918818403,0.0111370060628,0.0118839018122,0.0183491386682,0.00231000333721,0.0186311863361
1993-11-23,108.85,0.5,0.461467466544,1,0.53,0.48929098966,1,1.7,1.58656089594,1,2.5,2.35072872591,1,0.55,0.50784856879,1,2.95,2.78564683664,1,0.00460405969819,0.00488097851659,0.015741065761,0.0232352460343,0.00506563367361,0.0274755350732
1993-11-24,108.15,-0.7,-0.64308681672,0,-0.2,-0.184586986617,0,-0.17,-0.15694239291,0,1.08,1.00868590642,1,0.83,0.773387998509,1,2.23,2.10536253776,1,-0.00645163528149,-0.0018475755833,-0.0015706567649,0.0100363262289,0.00770412684164,0.0208350602104
