Date,USD,RD1_USD,RD_P1_USD,RD_B1_USD,RD3_USD,RD_P3_USD,RD_B3_USD,RD5_USD,RD_P5_USD,RD_B5_USD
1993-07-07,5.1675,,,0,,,0,,,0
1993-07-08,5.115,-0.0525,-1.01596516691,0,,,0,,,0
1993-07-09,4.99,-0.125,-2.44379276637,0,,,0,,,0
1993-07-12,5.065,0.075,1.50300601202,1,-0.1025,-1.98355104015,0,,,0
1993-07-13,4.9775,-0.0875,-1.72754195459,0,-0.1375,-2.68817204301,0,,,0
1993-07-14,5.095,0.1175,2.36062280261,1,0.105,2.10420841683,1,-0.0725,-1.40299951621,0
1993-07-15,4.925,-0.17,-3.33660451423,0,-0.14,-2.76406712734,0,-0.19,-3.71456500489,0
1993-07-16,5.045,0.12,2.43654822335,1,0.0675,1.35610246107,1,0.055,1.10220440882,1
1993-07-19,5.0685,0.0235,0.465807730426,1,-0.0265,-0.520117762512,0,0.0035,0.0691016781836,1
1993-07-20,5.045,-0.0235,-0.463648022097,0,0.12,2.43654822335,1,0.0675,1.35610246107,1
1993-07-21,5.05,0.005,0.0991080277502,1,0.005,0.0991080277502,1,-0.045,-0.883218842002,0
1993-07-22,4.9375,-0.1125,-2.22772277228,0,-0.131,-2.5845911019,0,0.0125,0.253807106599,1
1993-07-23,5.0275,0.09,1.82278481013,1,-0.0175,-0.346878097126,0,-0.0175,-0.346878097126,0
1993-07-26,4.9665,-0.061,-1.21332670313,0,-0.0835,-1.65346534653,0,-0.102,-2.01242971293,0
1993-07-27,5.105,0.1385,2.78868418403,1,0.1675,3.39240506329,1,0.06,1.189296333,1
1993-07-28,5.065,-0.04,-0.783545543585,0,0.0375,0.745897563401,1,0.015,0.29702970297,1
1993-07-29,5.145,0.08,1.57946692991,1,0.1785,3.59408033827,1,0.2075,4.20253164557,1
1993-07-30,5.3,0.155,3.01263362488,1,0.195,3.81978452498,1,0.2725,5.42018896072,1
1993-08-02,5.42,0.12,2.2641509434,1,0.355,7.00888450148,1,0.4535,9.13117889862,1
1993-08-03,5.3765,-0.0435,-0.80258302583,0,0.2315,4.49951409135,1,0.2715,5.31831537708,1
1993-08-04,5.29,-0.0865,-1.60885334325,0,-0.01,-0.188679245283,0,0.225,4.44225074038,1
1993-08-05,5.17,-0.12,-2.26843100189,0,-0.25,-4.61254612546,0,0.025,0.485908649174,1
1993-08-06,4.82,-0.35,-6.76982591876,0,-0.5565,-10.3505998326,0,-0.48,-9.05660377358,0
1993-08-09,4.675,-0.145,-3.00829875519,0,-0.615,-11.6257088847,0,-0.745,-13.7453874539,0
1993-08-10,4.796,0.121,2.58823529412,1,-0.374,-7.23404255319,0,-0.5805,-10.7969868874,0
1993-08-11,4.785,-0.011,-0.229357798165,0,-0.035,-0.726141078838,0,-0.505,-9.54631379962,0
1993-08-12,4.686,-0.099,-2.06896551724,0,0.011,0.235294117647,1,-0.484,-9.36170212766,0
1993-08-13,4.5925,-0.0935,-1.99530516432,0,-0.2035,-4.24311926606,0,-0.2275,-4.71991701245,0
1993-08-16,4.772,0.1795,3.90854654328,1,-0.013,-0.271682340648,0,0.097,2.07486631016,1
1993-08-17,4.735,-0.037,-0.775356244761,0,0.049,1.04566794708,1,-0.061,-1.27189324437,0
1993-08-18,4.6925,-0.0425,-0.897571277719,0,0.1,2.17746325531,1,-0.0925,-1.93312434692,0
1993-08-19,4.725,0.0325,0.692594565796,1,-0.047,-0.984911986588,0,0.039,0.832266325224,1
1993-08-20,4.6575,-0.0675,-1.42857142857,0,-0.0775,-1.63674762408,0,0.065,1.41535111595,1
1993-08-23,4.7825,0.125,2.68384326355,1,0.09,1.91795418221,1,0.0105,0.220033528919,1
1993-08-24,4.764,-0.0185,-0.38682697334,0,0.039,0.825396825397,1,0.029,0.612460401267,1
1993-08-25,4.7475,-0.0165,-0.346347607053,0,0.09,1.93236714976,1,0.055,1.17208311135,1
1993-08-26,4.725,-0.0225,-0.473933649289,0,-0.0575,-1.20230005227,0,0.0,0.0,0
1993-08-27,4.6875,-0.0375,-0.793650793651,0,-0.0765,-1.60579345088,0,0.03,0.644122383253,1
1993-08-30,4.80375,0.11625,2.48,1,0.05625,1.18483412322,1,0.02125,0.444328280188,1
1993-08-31,4.8425,0.03875,0.806661462399,1,0.1175,2.48677248677,1,0.0785,1.64777497901,1
1993-09-01,4.8325,-0.01,-0.206504904491,0,0.145,3.09333333333,1,0.085,1.79041600843,1
1993-09-02,4.72,-0.1125,-2.32798758407,0,-0.08375,-1.74342961228,0,-0.005,-0.10582010582,0
1993-09-03,4.555,-0.165,-3.49576271186,0,-0.2875,-5.93701600413,0,-0.1325,-2.82666666667,0
1993-09-07,4.5025,-0.0525,-1.15257958288,0,-0.33,-6.82876357993,0,-0.30125,-6.27114233672,0
1993-09-08,4.255,-0.2475,-5.49694614103,0,-0.465,-9.85169491525,0,-0.5875,-12.1321631389,0
1993-09-09,4.2425,-0.0125,-0.293772032902,0,-0.3125,-6.86059275521,0,-0.59,-12.209001552,0
1993-09-10,4.2775,0.035,0.82498526812,1,-0.225,-4.99722376458,0,-0.4425,-9.375,0
1993-09-13,4.064,-0.2135,-4.99123319696,0,-0.191,-4.48883666275,0,-0.491,-10.779363337,0
1993-09-14,3.9235,-0.1405,-3.45718503937,0,-0.319,-7.51915144372,0,-0.579,-12.8595224875,0
1993-09-15,4.0375,0.114,2.90556900726,1,-0.24,-5.61075394506,0,-0.2175,-5.1116333725,0
1993-09-16,4.057,0.0195,0.482972136223,1,-0.007,-0.172244094488,0,-0.1855,-4.37242192104,0
1993-09-17,4.0975,0.0405,0.998274587133,1,0.174,4.43481585319,1,-0.18,-4.2080654588,0
1993-09-20,4.111,0.0135,0.32946918853,1,0.0735,1.82043343653,1,0.047,1.15649606299,1
1993-09-21,4.1075,-0.0035,-0.0851374361469,0,0.0505,1.24476213951,1,0.184,4.68969032751,1
1993-09-22,4.0735,-0.034,-0.827754108338,0,-0.024,-0.58572300183,0,0.036,0.891640866873,1
1993-09-23,4.039,-0.0345,-0.846937523015,0,-0.072,-1.75139868645,0,-0.018,-0.443677594281,0
1993-09-24,4.142,0.103,2.55013617232,1,0.0345,0.839926962873,1,0.0445,1.08602806589,1
1993-09-27,4.1075,-0.0345,-0.832930951231,0,0.034,0.834663066159,1,-0.0035,-0.0851374361469,0
1993-09-28,4.045,-0.0625,-1.5216068168,0,0.006,0.148551621689,1,-0.0625,-1.5216068168,0
1993-09-29,4.0625,0.0175,0.432632880099,1,-0.0795,-1.91936262675,0,-0.011,-0.270038050816,0
1993-09-30,4.03,-0.0325,-0.8,0,-0.0775,-1.88679245283,0,-0.009,-0.222827432533,0
1993-10-01,4.0575,0.0275,0.682382133995,1,0.0125,0.309023485785,1,-0.0845,-2.04007725736,0
1993-10-04,4.0875,0.03,0.739371534196,1,0.025,0.615384615385,1,-0.02,-0.486914181376,0
1993-10-05,4.05,-0.0375,-0.917431192661,0,0.02,0.496277915633,1,0.005,0.123609394314,1
1993-10-06,4.1525,0.1025,2.53086419753,1,0.095,2.34134319162,1,0.09,2.21538461538,1
1993-10-07,4.33,0.1775,4.27453341361,1,0.2425,5.93272171254,1,0.3,7.44416873449,1
1993-10-08,4.365,0.035,0.80831408776,1,0.315,7.77777777778,1,0.3075,7.57855822551,1
1993-10-11,4.3775,0.0125,0.28636884307,1,0.225,5.41842263697,1,0.29,7.09480122324,1
1993-10-12,4.2865,-0.091,-2.07881210737,0,-0.0435,-1.00461893764,0,0.2365,5.83950617284,1
1993-10-13,4.4475,0.161,3.75597807069,1,0.0825,1.89003436426,1,0.295,7.10415412402,1
1993-10-14,4.4335,-0.014,-0.314783586284,0,0.056,1.27926898915,1,0.1035,2.39030023095,1
1993-10-15,4.3325,-0.101,-2.27810984549,0,0.046,1.07313659162,1,-0.0325,-0.744558991982,0
1993-10-18,4.355,0.0225,0.519330640508,1,-0.0925,-2.07982012366,0,-0.0225,-0.513992004569,0
1993-10-19,4.4535,0.0985,2.26176808266,1,0.02,0.451110860494,1,0.167,3.89595240873,1
1993-10-20,4.4925,0.039,0.875715729202,1,0.16,3.69301788806,1,0.045,1.01180438449,1
1993-10-21,4.5115,0.019,0.422927100723,1,0.1565,3.5935706085,1,0.078,1.75933235593,1
1993-10-22,4.436,-0.0755,-1.67350105286,0,-0.0175,-0.392949365667,0,0.1035,2.38892094634,1
1993-10-25,4.4325,-0.0035,-0.0788999098287,0,-0.06,-1.33555926544,0,0.0775,1.77956371986,1
1993-10-26,4.3925,-0.04,-0.902425267908,0,-0.119,-2.63770364624,0,-0.061,-1.36970921747,0
1993-10-27,4.3875,-0.005,-0.113830392715,0,-0.0485,-1.09332732191,0,-0.105,-2.33722871452,0
1993-10-28,4.42,0.0325,0.740740740741,1,-0.0125,-0.282007896221,0,-0.0915,-2.02815028261,0
1993-10-29,4.4025,-0.0175,-0.39592760181,0,0.01,0.22766078543,1,-0.0335,-0.755184851217,0
1993-11-01,4.285,-0.1175,-2.66893810335,0,-0.1025,-2.33618233618,0,-0.1475,-3.32769317541,0
1993-11-02,4.2115,-0.0735,-1.71528588098,0,-0.2085,-4.71719457014,0,-0.181,-4.12066021628,0
1993-11-03,4.2125,0.001,0.0237445090823,1,-0.19,-4.31572969903,0,-0.175,-3.9886039886,0
1993-11-04,4.3815,0.169,4.0118694362,1,0.0965,2.252042007,1,-0.0385,-0.871040723982,0
1993-11-05,4.4775,0.096,2.19103046902,1,0.266,6.31603941589,1,0.075,1.70357751278,1
1993-11-08,4.5175,0.04,0.893355667225,1,0.305,7.24035608309,1,0.2325,5.42590431739,1
1993-11-09,4.5425,0.025,0.553403431101,1,0.161,3.67454068241,1,0.331,7.85943250623,1
1993-11-10,4.5325,-0.01,-0.22014309301,0,0.055,1.22836404243,1,0.32,7.59643916914,1
1993-11-11,4.5675,0.035,0.772200772201,1,0.05,1.1068068622,1,0.186,4.24512153372,1
1993-11-12,4.58,0.0125,0.273672687466,1,0.0375,0.825536598789,1,0.1025,2.28922389726,1
1993-11-15,4.5175,-0.0625,-1.36462882096,0,-0.015,-0.330943188086,0,0.0,0.0,0
1993-11-16,4.5775,0.06,1.32816823464,1,0.01,0.218938149973,1,0.035,0.770500825537,1
1993-11-17,4.55,-0.0275,-0.600764609503,0,-0.03,-0.655021834061,0,0.0175,0.3861003861,1
1993-11-18,4.6115,0.0615,1.35164835165,1,0.094,2.08079690094,1,0.044,0.96332785988,1
1993-11-19,4.6925,0.081,1.75647836929,1,0.115,2.51228836701,1,0.1125,2.45633187773,1
1993-11-22,4.7325,0.04,0.85242408098,1,0.1825,4.01098901099,1,0.215,4.75926950747,1
1993-11-23,4.6825,-0.05,-1.05652403592,0,0.071,1.5396291879,1,0.105,2.29382850901,1
1993-11-24,4.645,-0.0375,-0.800854244528,0,-0.0475,-1.01225359616,0,0.095,2.08791208791,1
1993-11-26,4.6715,0.0265,0.570505920344,1,-0.061,-1.28895932382,0,0.06,1.30109508837,1
1993-11-29,4.632,-0.0395,-0.845552820293,0,-0.0505,-1.07848371596,0,-0.0605,-1.28929142248,0
1993-11-30,4.467,-0.165,-3.5621761658,0,-0.178,-3.83207750269,0,-0.2655,-5.61014263074,0
1993-12-01,4.4285,-0.0385,-0.861875979405,0,-0.243,-5.20175532484,0,-0.254,-5.4244527496,0
1993-12-02,4.66,0.2315,5.22750366941,1,0.028,0.604490500864,1,0.015,0.32292787944,1
1993-12-03,4.6075,-0.0525,-1.12660944206,0,0.1405,3.1452876651,1,-0.064,-1.37000963288,0
1993-12-06,4.84,0.2325,5.04612045578,1,0.4115,9.29208535622,1,0.208,4.49050086356,1
1993-12-07,4.835,-0.005,-0.103305785124,0,0.175,3.75536480687,1,0.368,8.23819117976,1
1993-12-08,4.96,0.125,2.58531540848,1,0.3525,7.65056972328,1,0.5315,12.0018064807,1
1993-12-09,4.9775,0.0175,0.352822580645,1,0.1375,2.84090909091,1,0.3175,6.81330472103,1
1993-12-10,4.987,0.0095,0.190858864892,1,0.152,3.14374353671,1,0.3795,8.23657080846,1
1993-12-13,5.1,0.113,2.26589131743,1,0.14,2.82258064516,1,0.26,5.37190082645,1
1993-12-14,5.1375,0.0375,0.735294117647,1,0.16,3.21446509292,1,0.3025,6.25646328852,1
1993-12-15,5.095,-0.0425,-0.827250608273,0,0.108,2.16563063966,1,0.135,2.72177419355,1
1993-12-16,5.095,0.0,0.0,0,-0.005,-0.0980392156863,0,0.1175,2.36062280261,1
1993-12-17,5.0175,-0.0775,-1.52109911678,0,-0.12,-2.33576642336,0,0.0305,0.611590134349,1
1993-12-20,5.1225,0.105,2.09267563528,1,0.0275,0.53974484789,1,0.0225,0.441176470588,1
1993-12-21,5.1075,-0.015,-0.292825768668,0,0.0125,0.245338567223,1,-0.03,-0.583941605839,0
1993-12-22,4.9975,-0.11,-2.15369554577,0,-0.02,-0.39860488291,0,-0.0975,-1.91364082434,0
1993-12-23,5.035,0.0375,0.750375187594,1,-0.0875,-1.70815031723,0,-0.06,-1.17762512267,0
1993-12-27,5.064,0.029,0.575968222443,1,-0.0435,-0.851688693098,0,0.0465,0.926756352765,1
1993-12-28,5.077,0.013,0.256714060032,1,0.0795,1.5907953977,1,-0.0455,-0.888238164959,0
1993-12-29,5.09,0.013,0.256056726413,1,0.055,1.09235352532,1,-0.0175,-0.342633382281,0
1993-12-30,5.1075,0.0175,0.343811394892,1,0.0435,0.859004739336,1,0.11,2.20110055028,1
1993-12-31,5.115,0.0075,0.14684287812,1,0.038,0.748473507977,1,0.08,1.58887785501,1
1994-01-03,5.236125,0.121125,2.36803519062,1,0.146125,2.87082514735,1,0.172125,3.398992891,1
1994-01-04,5.2765,0.040375,0.771085487837,1,0.169,3.30885952031,1,0.1995,3.92948591688,1
1994-01-05,5.2325,-0.044,-0.83388609874,0,0.1175,2.29716520039,1,0.1425,2.79960707269,1
1994-01-06,5.02,-0.2125,-4.06115623507,0,-0.216125,-4.12757525842,0,-0.0875,-1.7131669114,0
1994-01-07,5.11,0.09,1.79282868526,1,-0.1665,-3.15550080546,0,-0.005,-0.0977517106549,0
1994-01-10,4.9115,-0.1985,-3.88454011742,0,-0.321,-6.13473483039,0,-0.324625,-6.19971830313,0
1994-01-11,5.0425,0.131,2.6672096101,1,0.0225,0.448207171315,1,-0.234,-4.43475788875,0
1994-01-12,5.105,0.0625,1.23946455131,1,-0.005,-0.0978473581213,0,-0.1275,-2.43669374104,0
1994-01-13,5.056,-0.049,-0.959843290891,0,0.1445,2.94207472259,1,0.036,0.717131474104,1
1994-01-14,5.2075,0.1515,2.99643987342,1,0.165,3.27218641547,1,0.0975,1.90802348337,1
1994-01-17,5.3435,0.136,2.61161785886,1,0.2385,4.67189030362,1,0.432,8.79568359971,1
1994-01-18,5.3275,-0.016,-0.299429213063,0,0.2715,5.36985759494,1,0.285,5.65195835399,1
1994-01-19,5.3225,-0.005,-0.0938526513374,0,0.115,2.20835333653,1,0.2175,4.26052889324,1
1994-01-20,5.32,-0.0025,-0.0469704086425,0,-0.0235,-0.439786656686,0,0.264,5.22151898734,1
1994-01-21,5.185,-0.135,-2.53759398496,0,-0.1425,-2.67480056312,0,-0.0225,-0.432069131061,0
1994-01-24,5.04,-0.145,-2.79652844744,0,-0.2825,-5.30765617661,0,-0.3035,-5.67979788528,0
1994-01-25,5.1325,0.0925,1.83531746032,1,-0.1875,-3.52443609023,0,-0.195,-3.66025340216,0
1994-01-26,5.075,-0.0575,-1.12031173892,0,-0.11,-2.12150433944,0,-0.2475,-4.65007045561,0
1994-01-27,5.115,0.04,0.788177339901,1,0.075,1.4880952381,1,-0.205,-3.85338345865,0
1994-01-28,4.974,-0.141,-2.75659824047,0,-0.1585,-3.08816366293,0,-0.211,-4.06943105111,0
1994-01-31,5.0575,0.0835,1.67872939284,1,-0.0175,-0.344827586207,0,0.0175,0.347222222222,1
1994-02-01,5.12,0.0625,1.23578843302,1,0.005,0.0977517106549,1,-0.0125,-0.2435460302,0
1994-02-02,5.28,0.16,3.125,1,0.306,6.15199034982,1,0.205,4.039408867,1
1994-02-03,5.2825,0.0025,0.0473484848485,1,0.225,4.44883835887,1,0.1675,3.27468230694,1
1994-02-04,5.455,0.1725,3.26549929011,1,0.335,6.54296875,1,0.481,9.67028548452,1
1994-02-07,5.3075,-0.1475,-2.70394133822,0,0.0275,0.520833333333,1,0.25,4.94315373208,1
1994-02-08,5.225,-0.0825,-1.55440414508,0,-0.0575,-1.08849976337,0,0.105,2.05078125,1
1994-02-09,5.245,0.02,0.382775119617,1,-0.21,-3.8496791934,0,-0.035,-0.662878787879,0
1994-02-10,5.295,0.05,0.95328884652,1,-0.0125,-0.235515779557,0,0.0125,0.236630383341,1
1994-02-11,5.2125,-0.0825,-1.55807365439,0,-0.0125,-0.239234449761,0,-0.2425,-4.44546287809,0
1994-02-14,5.26,0.0475,0.911270983213,1,0.015,0.285986653956,1,-0.0475,-0.894959962317,0
1994-02-15,5.325,0.065,1.23574144487,1,0.03,0.56657223796,1,0.1,1.91387559809,1
1994-02-16,5.25,-0.075,-1.40845070423,0,0.0375,0.719424460432,1,0.005,0.095328884652,1
1994-02-17,5.2975,0.0475,0.904761904762,1,0.0375,0.712927756654,1,0.0025,0.0472143531634,1
1994-02-18,5.23,-0.0675,-1.27418593676,0,-0.095,-1.78403755869,0,0.0175,0.335731414868,1
1994-02-22,5.16,-0.07,-1.33843212237,0,-0.09,-1.71428571429,0,-0.1,-1.90114068441,0
1994-02-23,5.1825,0.0225,0.436046511628,1,-0.115,-2.17083529967,0,-0.1425,-2.67605633803,0
1994-02-24,5.2125,0.03,0.578871201158,1,-0.0175,-0.334608030593,0,-0.0375,-0.714285714286,0
1994-02-25,5.1825,-0.03,-0.575539568345,0,0.0225,0.436046511628,1,-0.115,-2.17083529967,0
1994-02-28,5.243,0.0605,1.16739025567,1,0.0605,1.16739025567,1,0.013,0.248565965583,1
1994-03-01,5.3275,0.0845,1.61167270647,1,0.115,2.20623501199,1,0.1675,3.24612403101,1
1994-03-02,5.235,-0.0925,-1.73627404974,0,0.0525,1.01302460203,1,0.0525,1.01302460203,1
1994-03-03,5.2625,0.0275,0.525310410697,1,0.0195,0.371924470723,1,0.05,0.959232613909,1
1994-03-04,5.186,-0.0765,-1.45368171021,0,-0.1415,-2.65603003285,0,0.0035,0.0675349734684,1
1994-03-07,5.2325,0.0465,0.896644812958,1,-0.0025,-0.0477554918816,0,-0.0105,-0.200267022697,0
1994-03-08,5.18,-0.0525,-1.00334448161,0,-0.0825,-1.567695962,0,-0.1475,-2.76865321445,0
1994-03-09,5.215,0.035,0.675675675676,1,0.029,0.559197840339,1,-0.02,-0.382043935053,0
1994-03-10,5.2975,0.0825,1.58197507191,1,0.065,1.24223602484,1,0.035,0.665083135392,1
1994-03-11,5.445,0.1475,2.78433223218,1,0.265,5.11583011583,1,0.259,4.99421519476,1
1994-03-14,5.3675,-0.0775,-1.4233241506,0,0.1525,2.9242569511,1,0.135,2.58002866699,1
1994-03-15,5.45,0.0825,1.53702841174,1,0.1525,2.87871637565,1,0.27,5.21235521236,1
1994-03-16,5.4225,-0.0275,-0.504587155963,0,-0.0225,-0.413223140496,0,0.2075,3.97890699904,1
1994-03-17,5.36,-0.0625,-1.15260488704,0,-0.0075,-0.139729855612,0,0.0625,1.1798017933,1
1994-03-18,5.435,0.075,1.39925373134,1,-0.015,-0.275229357798,0,-0.01,-0.183654729109,0
1994-03-21,5.4075,-0.0275,-0.50597976081,0,-0.015,-0.276625172891,0,0.04,0.7452258966,1
1994-03-22,5.448,0.0405,0.748959778086,1,0.088,1.64179104478,1,-0.002,-0.0366972477064,0
1994-03-23,5.59,0.142,2.60646108664,1,0.155,2.85188592456,1,0.1675,3.08898109728,1
1994-03-24,5.7475,0.1575,2.8175313059,1,0.34,6.28756356912,1,0.3875,7.22947761194,1
1994-03-25,5.73,-0.0175,-0.304480208786,0,0.282,5.17621145374,1,0.295,5.42778288868,1
1994-03-28,5.7,-0.03,-0.523560209424,0,0.11,1.96779964222,1,0.2925,5.40915395284,1
1994-03-29,5.62,-0.08,-1.40350877193,0,-0.1275,-2.21835580687,0,0.172,3.15712187959,1
1994-03-30,5.61,-0.01,-0.17793594306,0,-0.12,-2.0942408377,0,0.02,0.357781753131,1
1994-03-31,5.735,0.125,2.22816399287,1,0.035,0.614035087719,1,-0.0125,-0.217485863419,0
1994-04-04,5.663,-0.072,-1.25544899738,0,0.043,0.76512455516,1,-0.067,-1.16928446771,0
1994-04-05,5.645,-0.018,-0.317852728236,0,0.035,0.623885918004,1,-0.055,-0.964912280702,0
1994-04-06,5.525,-0.12,-2.12577502214,0,-0.21,-3.66172624237,0,-0.095,-1.69039145907,0
1994-04-07,5.4975,-0.0275,-0.497737556561,0,-0.1655,-2.92247925128,0,-0.1125,-2.00534759358,0
1994-04-08,5.4635,-0.034,-0.618462937699,0,-0.1815,-3.21523472099,0,-0.2715,-4.73408892764,0
1994-04-11,5.455,-0.0085,-0.155577926238,0,-0.07,-1.26696832579,0,-0.208,-3.67296485962,0
1994-04-12,5.282,-0.173,-3.17140238313,0,-0.2155,-3.91996361983,0,-0.363,-6.43046944198,0
1994-04-13,5.336,0.054,1.02234002272,1,-0.1275,-2.33366889357,0,-0.189,-3.42081447964,0
1994-04-14,5.34,0.004,0.0749625187406,1,-0.115,-2.10815765353,0,-0.1575,-2.86493860846,0
1994-04-15,5.295,-0.045,-0.842696629213,0,0.013,0.246118894358,1,-0.1685,-3.0841035966,0
1994-04-18,5.246,-0.049,-0.925401322002,0,-0.09,-1.68665667166,0,-0.209,-3.83134738772,0
1994-04-19,5.2375,-0.0085,-0.162028211971,0,-0.1025,-1.91947565543,0,-0.0445,-0.842483907611,0
1994-04-20,5.2435,0.006,0.114558472554,1,-0.0515,-0.972615675165,0,-0.0925,-1.73350824588,0
1994-04-21,5.265,0.0215,0.410031467531,1,0.019,0.362180709112,1,-0.075,-1.40449438202,0
1994-04-22,5.2,-0.065,-1.23456790123,0,-0.0375,-0.715990453461,0,-0.095,-1.79414542021,0
1994-04-25,5.094,-0.106,-2.03846153846,0,-0.1495,-2.85114904167,0,-0.152,-2.89744567289,0
1994-04-26,5.121,0.027,0.530035335689,1,-0.144,-2.73504273504,0,-0.1165,-2.22434367542,0
1994-04-28,5.165,0.044,0.859207186096,1,-0.035,-0.673076923077,0,-0.0785,-1.49709163727,0
1994-04-29,5.28,0.115,2.22652468538,1,0.186,3.65135453475,1,0.015,0.2849002849,1
1994-05-02,5.285625,0.005625,0.106534090909,1,0.164625,3.21470415934,1,0.085625,1.64663461538,1
1994-05-03,5.2875,0.001875,0.0354735721887,1,0.1225,2.37173281704,1,0.1935,3.79858657244,1
1994-05-04,5.2125,-0.075,-1.41843971631,0,-0.0675,-1.27840909091,0,0.0915,1.78676039836,1
1994-05-05,5.1175,-0.095,-1.82254196643,0,-0.168125,-3.18079697292,0,-0.0475,-0.919651500484,0
1994-05-06,5.0675,-0.05,-0.977039570103,0,-0.22,-4.16075650118,0,-0.2125,-4.02462121212,0
1994-05-09,5.395,0.3275,6.4627528367,1,0.1825,3.50119904077,1,0.109375,2.06929171101,1
1994-05-10,5.3915,-0.0035,-0.064874884152,0,0.274,5.35417684416,1,0.104,1.96690307329,1
1994-05-11,5.265,-0.1265,-2.34628582027,0,0.1975,3.89738529847,1,0.0525,1.0071942446,1
1994-05-12,5.4025,0.1375,2.61158594492,1,0.0075,0.139017608897,1,0.285,5.56912554958,1
1994-05-13,5.4225,0.02,0.370198981953,1,0.031,0.574979133822,1,0.355,7.00542673902,1
1994-05-16,5.3925,-0.03,-0.553250345781,0,0.1275,2.42165242165,1,-0.0025,-0.0463392029657,0
1994-05-17,5.53,0.1375,2.5498377376,1,0.1275,2.36001850995,1,0.1385,2.5688583882,1
1994-05-18,5.4435,-0.0865,-1.56419529837,0,0.021,0.387275242047,1,0.1785,3.39031339031,1
1994-05-19,5.57,0.1265,2.3238725085,1,0.1775,3.29160871581,1,0.1675,3.10041647385,1
1994-05-20,5.5325,-0.0375,-0.673249551167,0,0.0025,0.0452079566004,1,0.11,2.0285846012,1
1994-05-23,5.715,0.1825,3.29868956168,1,0.2715,4.98759988978,1,0.3225,5.98052851182,1
1994-05-24,5.73,0.015,0.262467191601,1,0.16,2.87253141831,1,0.2,3.61663652803,1
1994-05-25,5.5675,-0.1625,-2.83595113438,0,0.035,0.632625395391,1,0.124,2.27794617434,1
1994-05-26,5.5115,-0.056,-1.00583744948,0,-0.2035,-3.56080489939,0,-0.0585,-1.05026929982,0
1994-05-27,5.45,-0.0615,-1.11584868003,0,-0.28,-4.88656195462,0,-0.0825,-1.49118843199,0
1994-05-31,5.495,0.045,0.825688073394,1,-0.0725,-1.30220026942,0,-0.22,-3.84951881015,0
1994-06-01,5.5425,0.0475,0.864422202002,1,0.031,0.56246031026,1,-0.1875,-3.2722513089,0
1994-06-02,5.3475,-0.195,-3.51826792963,0,-0.1025,-1.88073394495,0,-0.22,-3.95150426583,0
1994-06-03,5.3375,-0.01,-0.187003272557,0,-0.1575,-2.86624203822,0,-0.174,-3.15703528985,0
1994-06-06,5.2725,-0.065,-1.21779859485,0,-0.27,-4.87144790257,0,-0.1775,-3.25688073394,0
1994-06-07,5.28,0.0075,0.142247510669,1,-0.0675,-1.26227208976,0,-0.215,-3.91264786169,0
1994-06-08,5.329,0.049,0.92803030303,1,-0.0085,-0.15925058548,0,-0.2135,-3.85205232296,0
1994-06-09,5.355,0.026,0.487896415838,1,0.0825,1.56472261735,1,0.0075,0.140252454418,1
1994-06-10,5.387,0.032,0.597572362278,1,0.107,2.02651515152,1,0.0495,0.927400468384,1
1994-06-13,5.325,-0.062,-1.15091887878,0,-0.004,-0.075060987052,0,0.0525,0.99573257468,1
1994-06-14,5.4175,0.0925,1.73708920188,1,0.0625,1.16713352007,1,0.1375,2.60416666667,1
1994-06-15,5.355,-0.0625,-1.15366866636,0,-0.032,-0.594022647113,0,0.026,0.487896415838,1
1994-06-16,5.53,0.175,3.26797385621,1,0.205,3.84976525822,1,0.175,3.26797385621,1
1994-06-17,5.47,-0.06,-1.08499095841,0,0.0525,0.969081679742,1,0.083,1.54074624095,1
1994-06-20,5.605,0.135,2.46800731261,1,0.25,4.6685340803,1,0.28,5.25821596244,1
1994-06-21,5.4825,-0.1225,-2.18554861731,0,-0.0475,-0.858951175407,0,0.065,1.19981541301,1
1994-06-22,5.544,0.0615,1.12175102599,1,0.074,1.35283363803,1,0.189,3.52941176471,1
1994-06-23,5.365,-0.179,-3.22871572872,0,-0.24,-4.2818911686,0,-0.165,-2.98372513562,0
1994-06-24,5.4065,0.0415,0.773532152842,1,-0.076,-1.38622891017,0,-0.0635,-1.16087751371,0
1994-06-27,5.39,-0.0165,-0.30518819939,0,-0.154,-2.77777777778,0,-0.215,-3.83586083854,0
1994-06-28,5.265,-0.125,-2.31910946197,0,-0.1,-1.86393289842,0,-0.2175,-3.96716826265,0
1994-06-29,5.27,0.005,0.0949667616334,1,-0.1365,-2.52473874041,0,-0.274,-4.94227994228,0
1994-06-30,5.251,-0.019,-0.360531309298,0,-0.139,-2.57884972171,0,-0.114,-2.12488350419,0
1994-07-01,5.355,0.104,1.98057512855,1,0.09,1.7094017094,1,-0.0515,-0.952557107186,0
1994-07-05,5.4075,0.0525,0.980392156863,1,0.1375,2.60910815939,1,0.0175,0.324675324675,1
1994-07-06,5.3175,-0.09,-1.66435506241,0,0.0665,1.26642544277,1,0.0525,0.997150997151,1
1994-07-07,5.24,-0.0775,-1.45745181006,0,-0.115,-2.14752567694,0,-0.03,-0.569259962049,0
1994-07-08,5.2375,-0.0025,-0.0477099236641,0,-0.17,-3.14378178456,0,-0.0135,-0.257093886879,0
