Date,Open,High,Low,Close,Adjusted Close,RD1_Open,RD_P1_Open,RD_B1_Open,RD1_High,RD_P1_High,RD_B1_High,RD1_Low,RD_P1_Low,RD_B1_Low,RD1_Close,RD_P1_Close,RD_B1_Close,RD1_Adjusted Close,RD_P1_Adjusted Close,RD_B1_Adjusted Close,RD3_Open,RD_P3_Open,RD_B3_Open,RD3_High,RD_P3_High,RD_B3_High,RD3_Low,RD_P3_Low,RD_B3_Low,RD3_Close,RD_P3_Close,RD_B3_Close,RD3_Adjusted Close,RD_P3_Adjusted Close,RD_B3_Adjusted Close,RD5_Open,RD_P5_Open,RD_B5_Open,RD5_High,RD_P5_High,RD_B5_High,RD5_Low,RD_P5_Low,RD_B5_Low,RD5_Close,RD_P5_Close,RD_B5_Close,RD5_Adjusted Close,RD_P5_Adjusted Close,RD_B5_Adjusted Close,RD30_Open,RD_P30_Open,RD_B30_Open,RD30_High,RD_P30_High,RD_B30_High,RD30_Low,RD_P30_Low,RD_B30_Low,RD30_Close,RD_P30_Close,RD_B30_Close,RD30_Adjusted Close,RD_P30_Adjusted Close,RD_B30_Adjusted Close
1993-07-21,20038.0,20118.0,19973.0,20081.0,20081.0,-85.0,-0.422402226308,0,-5.0,-0.0248471897828,0,-4.0,-0.0200230264805,0,43.0,0.214592274678,1,43.0,0.214592274678,1,-127.0,-0.629804116043,0,-235.0,-1.1546209404,0,-133.0,-0.661494081369,0,-251.0,-1.2345071808,0,-251.0,-1.2345071808,0,-170.0,-0.841250989707,0,-115.0,-0.568378391736,0,-57.0,-0.28457314029,0,-58.0,-0.287998411043,0,-58.0,-0.287998411043,0,,,0,,,0,,,0,,,0,,,0
1993-07-22,20076.0,20153.0,20050.0,20116.0,20116.0,38.0,0.189639684599,1,35.0,0.173973556019,1,77.0,0.385520452611,1,35.0,0.174294108859,1,35.0,0.174294108859,1,-271.0,-1.33189167936,0,-197.0,-0.968058968059,0,-40.0,-0.199104031857,0,-35.0,-0.173688650687,0,-35.0,-0.173688650687,0,-116.0,-0.574484944532,0,-242.0,-1.18656533464,0,-94.0,-0.466640190627,0,-42.0,-0.208354003373,0,-42.0,-0.208354003373,0,,,0,,,0,,,0,,,0,,,0
1993-07-23,20050.0,20050.0,19734.0,19735.0,19735.0,-26.0,-0.129507870094,0,-103.0,-0.511090160274,0,-316.0,-1.57605985037,0,-381.0,-1.89401471466,0,-381.0,-1.89401471466,0,-73.0,-0.362768970829,0,-73.0,-0.362768970829,0,-243.0,-1.21639885869,0,-303.0,-1.51212695878,0,-303.0,-1.51212695878,0,-115.0,-0.570295065708,0,-303.0,-1.48872402103,0,-372.0,-1.85019397195,0,-597.0,-2.93625811529,0,-597.0,-2.93625811529,0,,,0,,,0,,,0,,,0,,,0
1993-07-26,19770.0,19837.0,19708.0,19822.0,19822.0,-280.0,-1.39650872818,0,-213.0,-1.06234413965,0,-26.0,-0.131752305665,0,87.0,0.440841145174,1,87.0,0.440841145174,1,-268.0,-1.33745882823,0,-281.0,-1.39675912119,0,-265.0,-1.32679116808,0,-259.0,-1.28977640556,0,-259.0,-1.28977640556,0,-577.0,-2.83579888927,0,-513.0,-2.52088452088,0,-382.0,-1.90144350423,0,-329.0,-1.63267331646,0,-329.0,-1.63267331646,0,,,0,,,0,,,0,,,0,,,0
1993-07-27,19845.0,19952.0,19777.0,19891.0,19891.0,75.0,0.379362670713,1,115.0,0.579724756768,1,69.0,0.350111629795,1,69.0,0.348098072848,1,69.0,0.348098072848,1,-231.0,-1.15062761506,0,-201.0,-0.997370118593,0,-273.0,-1.36159600998,0,-225.0,-1.11851262676,0,-225.0,-1.11851262676,0,-278.0,-1.38150375193,0,-171.0,-0.849773890573,0,-200.0,-1.00115132402,0,-147.0,-0.733606148318,0,-147.0,-0.733606148318,0,,,0,,,0,,,0,,,0,,,0
1993-07-28,19895.0,19958.0,19793.0,19830.0,19830.0,50.0,0.251952632905,1,6.0,0.0300721732157,1,16.0,0.0809020579461,1,-61.0,-0.306671358906,0,-61.0,-0.306671358906,0,-155.0,-0.773067331671,0,-92.0,-0.45885286783,0,59.0,0.298976385933,1,95.0,0.481378261971,1,95.0,0.481378261971,1,-143.0,-0.713644076255,0,-160.0,-0.795307684661,0,-180.0,-0.901216642467,0,-251.0,-1.2499377521,0,-251.0,-1.2499377521,0,,,0,,,0,,,0,,,0,,,0
1993-07-29,19843.0,20474.0,19843.0,20457.0,20457.0,-52.0,-0.261372204071,0,516.0,2.58542940174,1,50.0,0.252614560703,1,627.0,3.16187594554,1,627.0,3.16187594554,1,73.0,0.369246332828,1,637.0,3.21117104401,1,135.0,0.685001014816,1,635.0,3.20351125013,1,635.0,3.20351125013,1,-233.0,-1.16058975892,0,321.0,1.59281496551,1,-207.0,-1.03241895262,0,341.0,1.69516802545,1,341.0,1.69516802545,1,,,0,,,0,,,0,,,0,,,0
1993-07-30,20453.0,20546.0,20361.0,20380.0,20380.0,610.0,3.0741319357,1,72.0,0.35166552701,1,518.0,2.61049236507,1,-77.0,-0.376399276531,0,-77.0,-0.376399276531,0,608.0,3.06374401612,1,594.0,2.97714514836,1,584.0,2.95292511503,1,489.0,2.45839827057,1,489.0,2.45839827057,1,403.0,2.00997506234,1,496.0,2.47381546135,1,627.0,3.17725752508,1,645.0,3.2683050418,1,645.0,3.2683050418,1,,,0,,,0,,,0,,,0,,,0
1993-08-02,20393.0,20413.0,20231.0,20344.0,20344.0,-60.0,-0.293355497971,0,-133.0,-0.647327947046,0,-130.0,-0.63847551692,0,-36.0,-0.1766437684,0,-36.0,-0.1766437684,0,498.0,2.50314149284,1,455.0,2.27978755386,1,438.0,2.21290355176,1,514.0,2.59203227433,1,514.0,2.59203227433,1,623.0,3.15123925139,1,576.0,2.90366486868,1,523.0,2.65374467221,1,522.0,2.63343759459,1,522.0,2.63343759459,1,,,0,,,0,,,0,,,0,,,0
1993-08-03,20382.0,20599.0,20358.0,20358.0,20358.0,-11.0,-0.0539400774776,0,186.0,0.91118404938,1,127.0,0.627749493352,1,14.0,0.0688163586315,1,14.0,0.0688163586315,1,539.0,2.71632313662,1,125.0,0.610530428837,1,515.0,2.59537368341,1,-99.0,-0.483941926969,0,-99.0,-0.483941926969,0,537.0,2.7059712774,1,647.0,3.24278267843,1,581.0,2.93775597917,1,467.0,2.3477954854,1,467.0,2.3477954854,1,,,0,,,0,,,0,,,0,,,0
1993-08-04,20380.0,20668.0,20299.0,20498.0,20498.0,-2.0,-0.00981257972721,0,69.0,0.334967716879,1,-59.0,-0.289812358778,0,140.0,0.687690342863,1,140.0,0.687690342863,1,-73.0,-0.356915855865,0,122.0,0.59378954541,1,-62.0,-0.304503708069,0,118.0,0.578999018646,1,118.0,0.578999018646,1,485.0,2.43779844182,1,710.0,3.55747068845,1,506.0,2.55645935432,1,668.0,3.36863338376,1,668.0,3.36863338376,1,,,0,,,0,,,0,,,0,,,0
1993-08-05,20522.0,20557.0,20376.0,20426.0,20426.0,142.0,0.696761530913,1,-111.0,-0.537062125024,0,77.0,0.379329030987,1,-72.0,-0.351253780857,0,-72.0,-0.351253780857,0,129.0,0.63256999951,1,144.0,0.705432812423,1,145.0,0.716721862488,1,82.0,0.403067243413,1,82.0,0.403067243413,1,679.0,3.42186161367,1,83.0,0.405392204747,1,533.0,2.68608577332,1,-31.0,-0.151537371071,0,-31.0,-0.151537371071,0,,,0,,,0,,,0,,,0,,,0
1993-08-06,20380.0,20430.0,20245.0,20358.0,20358.0,-142.0,-0.69194035669,0,-127.0,-0.617794425257,0,-131.0,-0.642913231252,0,-68.0,-0.332909037501,0,-68.0,-0.332909037501,0,-2.0,-0.00981257972721,0,-169.0,-0.820428176125,0,-113.0,-0.555064348168,0,0.0,0.0,0,0.0,0.0,0,-73.0,-0.356915855865,0,-116.0,-0.564586780882,0,-116.0,-0.569716615097,0,-22.0,-0.107948969578,0,-22.0,-0.107948969578,0,,,0,,,0,,,0,,,0,,,0
1993-08-09,20340.0,20553.0,20340.0,20493.0,20493.0,-40.0,-0.196270853778,0,123.0,0.602055800294,1,95.0,0.469251667078,1,135.0,0.663129973475,1,135.0,0.663129973475,1,-40.0,-0.196270853778,0,-115.0,-0.556415715115,0,41.0,0.201980393123,1,-5.0,-0.0243926236706,0,-5.0,-0.0243926236706,0,-53.0,-0.259893100574,0,140.0,0.685837456523,1,109.0,0.538777124215,1,149.0,0.732402674007,1,149.0,0.732402674007,1,,,0,,,0,,,0,,,0,,,0
1993-08-10,20525.0,20655.0,20476.0,20494.0,20494.0,185.0,0.909537856441,1,102.0,0.496277915633,1,136.0,0.668633235005,1,1.0,0.00487971502464,1,1.0,0.00487971502464,1,3.0,0.0146184582399,1,98.0,0.476723257285,1,100.0,0.490773458971,1,68.0,0.332909037501,1,68.0,0.332909037501,1,143.0,0.701599450496,1,56.0,0.271857857178,1,118.0,0.579624717556,1,136.0,0.668042047352,1,136.0,0.668042047352,1,,,0,,,0,,,0,,,0,,,0
1993-08-11,20501.0,20756.0,20489.0,20733.0,20733.0,-24.0,-0.116930572473,0,101.0,0.488985717744,1,13.0,0.063488962688,1,239.0,1.1661949839,1,239.0,1.1661949839,1,121.0,0.593719332679,1,326.0,1.59569260891,1,244.0,1.20523586071,1,375.0,1.8420277041,1,375.0,1.8420277041,1,121.0,0.593719332679,1,88.0,0.425778982001,1,190.0,0.936006699837,1,235.0,1.14645331252,1,235.0,1.14645331252,1,,,0,,,0,,,0,,,0,,,0
1993-08-12,20821.0,20939.0,20708.0,20765.0,20765.0,320.0,1.56089946832,1,183.0,0.88167276932,1,219.0,1.0688662209,1,32.0,0.154343317417,1,32.0,0.154343317417,1,481.0,2.36479842675,1,386.0,1.87807132779,1,368.0,1.80924287119,1,272.0,1.3272824867,1,272.0,1.3272824867,1,299.0,1.45697300458,1,382.0,1.8582477988,1,332.0,1.62936788378,1,339.0,1.65964946637,1,339.0,1.65964946637,1,,,0,,,0,,,0,,,0,,,0
1993-08-13,20772.0,20922.0,20687.0,20745.0,20745.0,-49.0,-0.235339320878,0,-17.0,-0.0811882133817,0,-21.0,-0.10141008306,0,-20.0,-0.0963159162052,0,-20.0,-0.0963159162052,0,247.0,1.20341047503,1,267.0,1.29266521423,1,211.0,1.03047470209,1,251.0,1.22474870694,1,251.0,1.22474870694,1,392.0,1.92345436703,1,492.0,2.40822320117,1,442.0,2.18325512472,1,387.0,1.90097259063,1,387.0,1.90097259063,1,,,0,,,0,,,0,,,0,,,0
1993-08-16,20693.0,20905.0,20549.0,20901.0,20901.0,-79.0,-0.380319661082,0,-17.0,-0.0812541822006,0,-138.0,-0.66708560932,0,156.0,0.751988430947,1,156.0,0.751988430947,1,192.0,0.936539680991,1,149.0,0.717864713818,1,60.0,0.29284006052,1,168.0,0.810302416438,1,168.0,0.810302416438,1,353.0,1.73549655851,1,352.0,1.71264535591,1,209.0,1.02753195674,1,408.0,1.99092373005,1,408.0,1.99092373005,1,,,0,,,0,,,0,,,0,,,0
1993-08-17,20925.0,21026.0,20749.0,20842.0,20842.0,232.0,1.12115208041,1,121.0,0.578808897393,1,200.0,0.973283371454,1,-59.0,-0.282283144347,0,-59.0,-0.282283144347,0,104.0,0.499495701455,1,87.0,0.415492621424,1,41.0,0.197991114545,1,77.0,0.37081627739,1,77.0,0.37081627739,1,400.0,1.94884287454,1,371.0,1.79617526023,1,273.0,1.33326821645,1,348.0,1.69805796819,1,348.0,1.69805796819,1,,,0,,,0,,,0,,,0,,,0
1993-08-18,20806.0,20964.0,20733.0,20773.0,20773.0,-119.0,-0.568697729988,0,-62.0,-0.294873014363,0,-16.0,-0.0771121499831,0,-69.0,-0.331062278092,0,-69.0,-0.331062278092,0,34.0,0.163681879453,1,42.0,0.200745626613,1,46.0,0.222361869773,1,28.0,0.134972282478,1,28.0,0.134972282478,1,305.0,1.48773230574,1,208.0,1.00211986895,1,244.0,1.19088291278,1,40.0,0.192929146771,1,40.0,0.192929146771,1,977.0,4.9271269353,1,1135.0,5.7239396843,1,1099.0,5.59743302435,1,1052.0,5.33441509051,1,1052.0,5.33441509051,1
1993-08-19,20798.0,20903.0,20604.0,20687.0,20687.0,-8.0,-0.0384504469864,0,-61.0,-0.29097500477,0,-129.0,-0.622196498336,0,-86.0,-0.413998940933,0,-86.0,-0.413998940933,0,105.0,0.507417967429,1,-2.0,-0.00956708921311,0,55.0,0.26765292715,1,-214.0,-1.02387445577,0,-214.0,-1.02387445577,0,-23.0,-0.110465395514,0,-36.0,-0.171927981279,0,-104.0,-0.502221363724,0,-78.0,-0.3756320732,0,-78.0,-0.3756320732,0,1075.0,5.45048927648,1,1118.0,5.65074551428,1,928.0,4.71640577353,1,998.0,5.06882015339,1,998.0,5.06882015339,1
1993-08-20,20751.0,20859.0,20586.0,20607.0,20607.0,-47.0,-0.225983267622,0,-44.0,-0.210496101038,0,-18.0,-0.0873616773442,0,-80.0,-0.386716295258,0,-80.0,-0.386716295258,0,-174.0,-0.831541218638,0,-167.0,-0.794254732236,0,-163.0,-0.785580027953,0,-235.0,-1.12753094713,0,-235.0,-1.12753094713,0,-21.0,-0.101097631427,0,-63.0,-0.30111843992,0,-101.0,-0.488229322763,0,-138.0,-0.665220535069,0,-138.0,-0.665220535069,0,1051.0,5.33502538071,1,912.0,4.57211610769,1,886.0,4.49746192893,1,730.0,3.6725864064,1,730.0,3.6725864064,1
1993-08-23,20595.0,20595.0,20384.0,20414.0,20414.0,-156.0,-0.751770998988,0,-264.0,-1.26564073062,0,-202.0,-0.981249392791,0,-193.0,-0.93657495026,0,-193.0,-0.93657495026,0,-211.0,-1.01413053927,0,-369.0,-1.76016027476,0,-349.0,-1.68330680558,0,-359.0,-1.72820488134,0,-359.0,-1.72820488134,0,-98.0,-0.473590102933,0,-310.0,-1.48289882803,0,-165.0,-0.802958781449,0,-487.0,-2.33003205588,0,-487.0,-2.33003205588,0,660.0,3.3107599699,1,583.0,2.91325204877,1,494.0,2.48366013072,1,434.0,2.17217217217,1,434.0,2.17217217217,1
1993-08-24,20381.0,20470.0,20345.0,20432.0,20432.0,-214.0,-1.03908715708,0,-125.0,-0.606943432872,0,-39.0,-0.191326530612,0,18.0,0.0881747820123,1,18.0,0.0881747820123,1,-417.0,-2.00500048082,0,-433.0,-2.07147299431,0,-259.0,-1.25703746845,0,-255.0,-1.23265819113,0,-255.0,-1.23265819113,0,-544.0,-2.59976105137,0,-556.0,-2.64434509655,0,-404.0,-1.94708178707,0,-410.0,-1.96718165243,0,-410.0,-1.96718165243,0,397.0,1.98658927142,1,227.0,1.12137529022,1,377.0,1.88802083333,1,252.0,1.24876114965,1,252.0,1.24876114965,1
1993-08-25,20493.0,20542.0,20412.0,20521.0,20521.0,112.0,0.549531426328,1,72.0,0.351734245237,1,67.0,0.329319243057,1,89.0,0.435591229444,1,89.0,0.435591229444,1,-258.0,-1.24331357525,0,-317.0,-1.51972769548,0,-174.0,-0.845234625474,0,-86.0,-0.41733391566,0,-86.0,-0.41733391566,0,-313.0,-1.50437373834,0,-422.0,-2.01297462316,0,-321.0,-1.54825640284,0,-252.0,-1.21311317576,0,-252.0,-1.21311317576,0,285.0,1.41033254157,1,309.0,1.52720802649,1,382.0,1.90713929106,1,382.0,1.89681712101,1,382.0,1.89681712101,1
1993-08-26,20530.0,20595.0,20483.0,20592.0,20592.0,37.0,0.180549455912,1,53.0,0.258007983643,1,71.0,0.347834607094,1,71.0,0.345987037669,1,71.0,0.345987037669,1,-65.0,-0.315610585093,0,0.0,0.0,0,99.0,0.485675039246,1,178.0,0.871950622122,1,178.0,0.871950622122,1,-268.0,-1.28858544091,0,-308.0,-1.47347270727,0,-121.0,-0.587264608814,0,-95.0,-0.459225600619,0,-95.0,-0.459225600619,0,338.0,1.67393026941,1,200.0,0.980632507968,1,339.0,1.68288324067,1,434.0,2.15299136819,1,434.0,2.15299136819,1
1993-08-27,20597.0,20863.0,20580.0,20792.0,20792.0,67.0,0.326351680468,1,268.0,1.30128672008,1,97.0,0.473563442855,1,200.0,0.971250971251,1,200.0,0.971250971251,1,216.0,1.05981060792,1,393.0,1.91988275525,1,235.0,1.15507495699,1,360.0,1.76194205168,1,360.0,1.76194205168,1,-154.0,-0.742132909257,0,4.0,0.0191763747064,1,-6.0,-0.0291460215681,0,185.0,0.897753190663,1,185.0,0.897753190663,1,432.0,2.14232581205,1,510.0,2.5057731047,1,474.0,2.35750522232,1,460.0,2.26244343891,1,460.0,2.26244343891,1
1993-08-30,20817.0,20924.0,20748.0,20913.0,20913.0,220.0,1.06811671603,1,61.0,0.292383645689,1,168.0,0.816326530612,1,121.0,0.581954597922,1,121.0,0.581954597922,1,324.0,1.58102766798,1,382.0,1.8596047123,1,336.0,1.64609053498,1,392.0,1.91023829248,1,392.0,1.91023829248,1,222.0,1.07793153678,1,329.0,1.59747511532,1,364.0,1.78571428571,1,499.0,2.44440090134,1,499.0,2.44440090134,1,470.0,2.30992283875,1,574.0,2.82063882064,1,658.0,3.27526132404,1,762.0,3.78145005211,1,762.0,3.78145005211,1
1993-08-31,20925.0,21030.0,20831.0,21027.0,21027.0,108.0,0.518806744488,1,106.0,0.506595297266,1,83.0,0.400038557933,1,114.0,0.545115478411,1,114.0,0.545115478411,1,395.0,1.92401363858,1,435.0,2.11216314639,1,348.0,1.69896987746,1,435.0,2.11247086247,1,435.0,2.11247086247,1,544.0,2.66915264217,1,560.0,2.73571079629,1,486.0,2.38879331531,1,595.0,2.91209866875,1,595.0,2.91209866875,1,802.0,3.98548924117,1,907.0,4.50728022661,1,854.0,4.27491615358,1,989.0,4.9356223176,1,989.0,4.9356223176,1
1993-09-01,20929.0,20968.0,20837.0,20953.0,20953.0,4.0,0.0191158900836,1,-62.0,-0.294816928198,0,6.0,0.0288032259613,1,-74.0,-0.351928472916,0,-74.0,-0.351928472916,0,332.0,1.611885226,1,105.0,0.503283324546,1,257.0,1.24878522838,1,161.0,0.774336283186,1,161.0,0.774336283186,1,436.0,2.12755575074,1,426.0,2.07380001947,1,425.0,2.08210856359,1,432.0,2.10516056722,1,432.0,2.10516056722,1,891.0,4.44655155205,1,850.0,4.22507207476,1,864.0,4.32583988384,1,872.0,4.34241322643,1,872.0,4.34241322643,1
1993-09-02,20943.0,21046.0,20921.0,20983.0,20983.0,14.0,0.0668928281332,1,78.0,0.371995421595,1,84.0,0.403129049287,1,30.0,0.143177587935,1,30.0,0.143177587935,1,126.0,0.605274535236,1,122.0,0.583062511948,1,173.0,0.8338153075,1,70.0,0.334720030603,1,70.0,0.334720030603,1,413.0,2.01169020945,1,451.0,2.1898519058,1,438.0,2.13835863887,1,391.0,1.8987956488,1,391.0,1.8987956488,1,867.0,4.31858936043,1,893.0,4.43110206917,1,871.0,4.34413965087,1,867.0,4.31000198847,1,867.0,4.31000198847,1
1993-09-03,20985.0,21281.0,20985.0,21116.0,21116.0,42.0,0.200544334623,1,235.0,1.11660172954,1,64.0,0.305912719277,1,133.0,0.633846447124,1,133.0,0.633846447124,1,60.0,0.286738351254,1,251.0,1.19353304803,1,154.0,0.739282799674,1,89.0,0.423265325534,1,89.0,0.423265325534,1,388.0,1.88376948099,1,418.0,2.00354694914,1,405.0,1.96793002915,1,324.0,1.55829165063,1,324.0,1.55829165063,1,935.0,4.66334164589,1,1231.0,6.13965087282,1,1251.0,6.33931286105,1,1381.0,6.99771978718,1,1381.0,6.99771978718,1
1993-09-07,21066.0,21066.0,20880.0,20962.0,20962.0,81.0,0.385989992852,1,-215.0,-1.01029086979,0,-105.0,-0.500357398142,0,-154.0,-0.729304792574,0,-154.0,-0.729304792574,0,137.0,0.654594103875,1,98.0,0.467378863029,1,43.0,0.206363679992,1,9.0,0.0429532763805,1,9.0,0.0429532763805,1,249.0,1.19613777201,1,142.0,0.6786465303,1,132.0,0.636205899364,1,49.0,0.234304021422,1,49.0,0.234304021422,1,1296.0,6.55538694992,1,1229.0,6.19549327015,1,1172.0,5.94682362492,1,1140.0,5.75118555141,1,1140.0,5.75118555141,1
1993-09-08,20924.0,20997.0,20817.0,20918.0,20918.0,-142.0,-0.674071964303,0,-69.0,-0.327542010823,0,-63.0,-0.301724137931,0,-44.0,-0.209903635149,0,-44.0,-0.209903635149,0,-19.0,-0.0907224370912,0,-49.0,-0.232823339352,0,-104.0,-0.497108168826,0,-65.0,-0.309774579421,0,-65.0,-0.309774579421,0,-1.0,-0.00477897252091,0,-33.0,-0.156918687589,0,-14.0,-0.0672075272431,0,-109.0,-0.518381129025,0,-109.0,-0.518381129025,0,1079.0,5.43713781809,1,1045.0,5.2375701684,1,1040.0,5.2586337665,1,1027.0,5.16313910814,1,1027.0,5.16313910814,1
1993-09-09,20905.0,20944.0,20756.0,20826.0,20826.0,-19.0,-0.0908048174345,0,-53.0,-0.252417011954,0,-61.0,-0.293029735312,0,-92.0,-0.439812601587,0,-92.0,-0.439812601587,0,-80.0,-0.381224684298,0,-337.0,-1.58357220055,0,-229.0,-1.0912556588,0,-290.0,-1.37336616783,0,-290.0,-1.37336616783,0,-24.0,-0.114673419657,0,-24.0,-0.114460129721,0,-81.0,-0.388731583241,0,-127.0,-0.606118455591,0,-127.0,-0.606118455591,0,1010.0,5.07665242523,1,986.0,4.94037478705,1,963.0,4.86535643915,1,996.0,5.02269288956,1,996.0,5.02269288956,1
1993-09-10,20812.0,20847.0,20686.0,20818.0,20818.0,-93.0,-0.444869648409,0,-97.0,-0.463139801375,0,-70.0,-0.337251878975,0,-8.0,-0.0384135215596,0,-8.0,-0.0384135215596,0,-254.0,-1.20573435868,0,-219.0,-1.03958986044,0,-194.0,-0.929118773946,0,-144.0,-0.686957351398,0,-144.0,-0.686957351398,0,-131.0,-0.625507329418,0,-199.0,-0.945547847572,0,-235.0,-1.1232732661,0,-165.0,-0.786350855454,0,-165.0,-0.786350855454,0,969.0,4.88333417326,1,373.0,1.82182279965,1,843.0,4.24834954392,1,361.0,1.76467712763,1,361.0,1.76467712763,1
