Date,Open,High,Low,Close,Adjusted Close,RD1_Open,RD_P1_Open,RD_B1_Open,RD3_Open,RD_P3_Open,RD_B3_Open,RD5_Open,RD_P5_Open,RD_B5_Open,RD30_Open,RD_P30_Open,RD_B30_Open,RD1_High,RD_P1_High,RD_B1_High,RD3_High,RD_P3_High,RD_B3_High,RD5_High,RD_P5_High,RD_B5_High,RD30_High,RD_P30_High,RD_B30_High,RD1_Low,RD_P1_Low,RD_B1_Low,RD3_Low,RD_P3_Low,RD_B3_Low,RD5_Low,RD_P5_Low,RD_B5_Low,RD30_Low,RD_P30_Low,RD_B30_Low,RD1_Close,RD_P1_Close,RD_B1_Close,RD3_Close,RD_P3_Close,RD_B3_Close,RD5_Close,RD_P5_Close,RD_B5_Close,RD30_Close,RD_P30_Close,RD_B30_Close,RD1_Adjusted Close,RD_P1_Adjusted Close,RD_B1_Adjusted Close,RD3_Adjusted Close,RD_P3_Adjusted Close,RD_B3_Adjusted Close,RD5_Adjusted Close,RD_P5_Adjusted Close,RD_B5_Adjusted Close,RD30_Adjusted Close,RD_P30_Adjusted Close,RD_B30_Adjusted Close
2000-05-12,14438.669922,15168.480469,14288.330078,15111.94043,15111.94043,-54.230078,-0.374183758944,0,-415.969726,-2.8002680365,0,-859.90039,-5.62078921405,0,-3572.470703,-19.8347832454,0,675.580469,4.66145815537,1,313.840821,2.11274610786,1,-160.5,-1.04703636569,0,-2869.990234,-15.910385538,0,-204.569922,-1.41151820547,0,-356.280274,-2.43284229103,0,-884.870117,-5.83179623038,0,-3168.230469,-18.1492251035,0,619.04043,4.27133582651,1,335.040039,2.26732284941,1,-156.699218,-1.02628146064,0,-2355.209961,-13.4836530761,0,619.04043,4.27133582651,1,335.040039,2.26732284941,1,-156.699218,-1.02628146064,0,-2355.209961,-13.4836530761,0
2000-05-15,15117.75,15165.69043,14835.799805,14881.299805,14881.299805,679.080078,4.7032038385,1,465.089844,3.17409834834,1,-219.910156,-1.43379207626,0,-2265.880859,-13.0345661236,0,-2.790039,-0.0183936618154,0,484.63086,3.30106187288,1,-277.639648,-1.79779650242,0,-2371.440429,-13.5223968394,0,547.469727,3.83158650459,1,455.019532,3.16408097031,1,8.439453,0.0569181081436,1,-2271.639648,-13.2786654265,0,-230.640625,-1.52621449289,0,388.379883,2.67979044313,1,-19.700195,-0.132207200859,0,-2525.239257,-14.5074172873,0,-230.640625,-1.52621449289,0,388.379883,2.67979044313,1,-19.700195,-0.132207200859,0,-2525.239257,-14.5074172873,0
2000-05-16,14961.519531,15184.330078,14806.259766,15160.290039,15160.290039,-156.230469,-1.03342408096,0,468.619531,3.23344210613,1,106.879883,0.71950505386,1,-2482.960938,-14.2335046459,0,18.639648,0.122906689188,1,691.430078,4.77081935292,1,329.69043,2.21944414548,1,-2273.730469,-13.0239579756,0,-29.540039,-0.199113221992,0,313.359766,2.16216054758,1,161.649414,1.10381505629,1,-2066.560546,-12.2478667335,0,278.990234,1.87477060241,1,667.390039,4.60494475916,1,383.389648,2.59452008104,1,-1732.639649,-10.2565965821,0,278.990234,1.87477060241,1,667.390039,4.60494475916,1,383.389648,2.59452008104,1,-1732.639649,-10.2565965821,0
2000-05-17,15293.259766,15293.259766,14721.400391,14827.80957,14827.80957,331.740235,2.21728972323,1,854.589844,5.91875739675,1,640.59961,4.37189973138,1,-1599.640234,-9.46930505715,0,108.929688,0.717382244988,1,124.779297,0.822622261043,1,612.200196,4.17000008127,1,-1599.640234,-9.46930505715,0,-84.859375,-0.573131745229,0,433.070313,3.03093720985,1,340.620118,2.36857883601,1,-2171.499609,-12.8545105281,0,-332.480469,-2.19310097725,0,-284.13086,-1.88017456339,0,334.889648,2.31071205666,1,-2065.09043,-12.2246057811,0,-332.480469,-2.19310097725,0,-284.13086,-1.88017456339,0,334.889648,2.31071205666,1,-2065.09043,-12.2246057811,0
2000-05-18,14688.740234,14688.740234,14210.490234,14322.599609,14322.599609,-604.519532,-3.95284943334,0,-429.009766,-2.8377884672,0,195.840234,1.35128396663,1,-1910.330078,-11.5086570639,0,-604.519532,-3.95284943334,0,-476.950196,-3.14492899747,0,195.840234,1.35128396663,1,-2047.480469,-12.2338280866,0,-510.910157,-3.47052687537,0,-625.309571,-4.21486929737,0,-282.409766,-1.94860770446,0,-2036.040039,-12.5321530492,0,-505.209961,-3.40717864372,0,-558.700196,-3.75437766406,0,-170.300391,-1.17506082979,0,-1995.840821,-12.2305855732,0,-505.209961,-3.40717864372,0,-558.700196,-3.75437766406,0,-170.300391,-1.17506082979,0,-1995.840821,-12.2305855732,0
2000-05-19,14338.75,14699.419922,14166.360352,14478.259766,14478.259766,-349.990234,-2.38271103188,0,-622.769531,-4.16247513971,0,-99.919922,-0.692029962176,0,-2077.730469,-12.6563697555,0,10.679688,0.0727066299074,1,-484.910156,-3.19349061506,0,-469.060547,-3.09233708649,0,-1829.160156,-11.0666502952,0,-44.129882,-0.310544402574,0,-639.899414,-4.32181674584,0,-121.969726,-0.853631777361,0,-2116.839843,-13.0001462713,0,155.660157,1.08681497249,1,-682.030273,-4.49879435846,0,-633.680664,-4.19324485122,0,-2013.130859,-12.2071625418,0,155.660157,1.08681497249,1,-682.030273,-4.49879435846,0,-633.680664,-4.19324485122,0,-2013.130859,-12.2071625418,0
2000-05-22,14278.509766,14278.509766,13981.44043,14140.730469,14140.730469,-60.240234,-0.420121935315,0,-1014.75,-6.63527603354,0,-839.240234,-5.5513567429,0,-2379.330078,-14.2835451672,0,-420.910156,-2.86344738931,0,-1014.75,-6.63527603354,0,-887.180664,-5.8499193828,0,-2714.019531,-15.9718396453,0,-184.919922,-1.30534532092,0,-739.959961,-5.02642371885,0,-854.359375,-5.75876856138,0,-2676.399414,-16.0669056676,0,-337.529297,-2.33128361043,0,-687.079101,-4.63371948336,0,-740.569336,-4.97650975186,0,-2800.949219,-16.5328897169,0,-337.529297,-2.33128361043,0,-687.079101,-4.63371948336,0,-740.569336,-4.97650975186,0,-2800.949219,-16.5328897169,0
2000-05-23,14117.129883,14311.700195,13980.94043,14257.179688,14257.179688,-161.379883,-1.13022917409,0,-571.610351,-3.89148655292,0,-844.389648,-5.64374257742,0,-2921.09082,-17.1443419528,0,33.190429,0.232450231459,1,-377.040039,-2.56686436681,0,-872.629883,-5.74691065406,0,-2771.569336,-16.2238810959,0,-0.5,-0.0035761694405,0,-229.549804,-1.61535457412,0,-825.319336,-5.57412438417,0,-2695.129882,-16.1616605806,0,116.449219,0.823502146903,1,-65.419921,-0.456760104911,0,-903.110351,-5.95707831893,0,-2593.560546,-15.3913745627,0,116.449219,0.823502146903,1,-65.419921,-0.456760104911,0,-903.110351,-5.95707831893,0,-2593.560546,-15.3913745627,0
2000-05-24,14115.540039,14115.540039,13878.629883,13933.980469,13933.980469,-1.589844,-0.0112618075571,0,-223.209961,-1.55669051347,0,-1177.719727,-7.70090709908,0,-2567.860352,-15.3917084756,0,-196.160156,-1.37062790114,0,-583.879883,-3.97212873772,0,-1177.719727,-7.70090709908,0,-2567.860352,-15.3917084756,0,-102.310547,-0.731785873148,0,-287.730469,-2.0310825212,0,-842.770508,-5.72479849482,0,-2543.639648,-15.4889654149,0,-323.199219,-2.26692253358,0,-544.279297,-3.75928672228,0,-893.829101,-6.02805894411,0,-2553.679687,-15.4884299096,0,-323.199219,-2.26692253358,0,-544.279297,-3.75928672228,0,-893.829101,-6.02805894411,0,-2553.679687,-15.4884299096,0
2000-05-25,14082.049805,14250.709961,13852.860352,13921.05957,13921.05957,-33.490234,-0.23725790092,0,-196.459961,-1.37591362278,0,-606.690429,-4.13030947062,0,-2309.069336,-14.0873195792,0,135.169922,0.957596532804,1,-27.799805,-0.194696823797,0,-438.030273,-2.98208196225,0,-2512.149414,-14.9864015309,0,-25.769531,-0.185677773795,0,-128.580078,-0.919648291203,0,-357.629882,-2.51666111521,0,-2414.859375,-14.8444859853,0,-12.920899,-0.0927294180493,0,-219.670899,-1.55346217426,0,-401.540039,-2.80354160531,0,-2656.030274,-16.0222952219,0,-12.920899,-0.0927294180493,0,-219.670899,-1.55346217426,0,-401.540039,-2.80354160531,0,-2656.030274,-16.0222952219,0
2000-05-26,13845.44043,13845.44043,13596.629883,13722.700195,13722.700195,-236.609375,-1.68021970009,0,-271.689453,-1.92453746088,0,-493.30957,-3.44039452532,0,-2499.819336,-15.2938489311,0,-405.269531,-2.84385502273,0,-466.259765,-3.25789220461,0,-853.979492,-5.80961355299,0,-2624.940429,-15.9373389812,0,-256.230469,-1.84965748942,0,-384.310547,-2.74881757006,0,-569.730469,-4.02171379835,0,-2447.219726,-15.25332003,0,-198.359375,-1.42488704974,0,-534.479493,-3.74884447483,0,-755.559571,-5.21858001729,0,-2629.859375,-16.0822491656,0,-198.359375,-1.42488704974,0,-534.479493,-3.74884447483,0,-755.559571,-5.21858001729,0,-2629.859375,-16.0822491656,0
2000-05-30,14044.040039,14181.490234,13734.599609,13990.900391,13990.900391,198.599609,1.43440441641,1,-71.5,-0.506533932123,0,-234.469727,-1.64211623512,0,-2210.219727,-13.5977876496,0,336.049804,2.42715141999,1,65.950195,0.467216945422,1,-97.019532,-0.67947939659,0,-2089.279297,-12.8406913577,0,137.969726,1.01473473344,1,-144.030274,-1.03778453071,0,-246.840821,-1.76548920146,0,-2171.69043,-13.6530292398,0,268.200196,1.95442727881,1,56.919922,0.408497213891,1,-149.830078,-1.05956391948,0,-2151.859375,-13.3301827333,0,268.200196,1.95442727881,1,56.919922,0.408497213891,1,-149.830078,-1.05956391948,0,-2151.859375,-13.3301827333,0
2000-05-31,14438.389648,14913.25,14438.389648,14713.860352,14713.860352,394.349609,2.80794990548,1,356.339843,2.5304543581,1,321.259765,2.27567336748,1,-867.660157,-5.66873992999,0,731.759766,5.15996382556,1,662.540039,4.64917215222,1,601.549805,4.20320295146,1,-392.799805,-2.5663042392,0,703.790039,5.12421227437,1,585.529296,4.22677541765,1,457.449218,3.27194883842,1,-185.94043,-1.27144579621,0,722.959961,5.16735836005,1,792.800782,5.69497442356,1,456.680664,3.20316271516,1,-48.509765,-0.328604178161,0,722.959961,5.16735836005,1,792.800782,5.69497442356,1,456.680664,3.20316271516,1,-48.509765,-0.328604178161,0
2000-06-01,14652.900391,15002.530273,14652.900391,14941.19043,14941.19043,214.510743,1.48569714649,1,807.459961,5.83195576249,1,537.360352,3.80687065826,1,-505.25,-3.33319030995,0,89.280273,0.59866409401,1,1157.089843,8.35719057729,1,886.990234,6.28378532843,1,-407.139649,-2.64210493191,0,214.510743,1.48569714649,1,1056.270508,7.76861999694,1,774.270508,5.57886848001,1,-505.25,-3.33319030995,0,227.330078,1.54500635837,1,1218.490235,8.87937663641,1,1007.209961,7.22844389829,1,-337.129882,-2.2065899596,0,227.330078,1.54500635837,1,1218.490235,8.87937663641,1,1007.209961,7.22844389829,1,-337.129882,-2.2065899596,0
2000-06-02,15165.580078,15344.129883,15142.950195,15284.099609,15284.099609,512.679687,3.49882735376,1,1121.540039,7.98587896279,1,1083.530273,7.69440733419,1,-392.939453,-2.52555811764,0,341.59961,2.27694664689,1,1162.639649,8.19828967066,1,1093.419922,7.67273998974,1,-323.030273,-2.06183041332,0,490.049804,3.34438773842,1,1408.350586,10.2540345266,1,1290.089843,9.31280479424,1,-195.149414,-1.27231807704,0,342.909179,2.29505929,1,1293.199218,9.24314505757,1,1363.040039,9.79120901068,1,-143.100586,-0.927586238535,0,342.909179,2.29505929,1,1293.199218,9.24314505757,1,1363.040039,9.79120901068,1,-143.100586,-0.927586238535,0
2000-06-05,15643.790039,15971.240234,15643.790039,15861.679688,15861.679688,478.209961,3.15325861946,1,1205.400391,8.34857917252,1,1798.349609,12.9887497483,1,217.969727,1.41301870884,1,627.110351,4.08697238476,1,1057.990234,7.09429691047,1,2125.799804,15.3537896808,1,517.589843,3.34930472674,1,500.839844,3.30741260818,1,1205.400391,8.34857917252,1,2047.160156,15.0563792176,1,430.770508,2.83159110604,1,577.580079,3.77896044763,1,1147.819336,7.80093944445,1,2138.979493,15.5871618749,1,494.54004,3.21816584822,1,577.580079,3.77896044763,1,1147.819336,7.80093944445,1,2138.979493,15.5871618749,1,494.54004,3.21816584822,1
2000-06-06,15861.7,15861.7,15861.7,15861.7,15861.7,217.909961,1.3929486426,1,1208.799609,8.2495586317,1,1817.659961,12.9425717668,1,494.6,3.2185643355,1,-109.540234,-0.685859284533,0,859.169727,5.72683215008,1,1680.209766,11.8479069426,1,494.6,3.2185643355,1,217.909961,1.3929486426,1,1208.799609,8.2495586317,1,2127.100391,15.487167093,1,494.6,3.2185643355,1,0.0203120000006,0.000128057055748,1,920.50957,6.16088506677,1,1870.799609,13.3715454811,1,494.6,3.2185643355,1,0.0203120000006,0.000128057055748,1,920.50957,6.16088506677,1,1870.799609,13.3715454811,1,494.6,3.2185643355,1
2000-06-07,15782.870117,16033.870117,15668.120117,15900.05957,15900.05957,-78.829883,-0.496982561768,0,617.290039,4.07033582511,1,1344.480469,9.31184503104,1,446.980469,2.91460410357,1,172.170117,1.08544555123,1,689.740234,4.49514074281,1,1120.620117,7.51425824016,1,502.660156,3.23645200382,1,-193.579883,-1.22042330267,0,525.169922,3.46808194729,1,1229.730469,8.51708880963,1,455.200195,2.9921947748,1,38.35957,0.241837697094,1,615.959961,4.03007031332,1,1186.199218,8.0617811344,1,520.049804,3.38133598036,1,38.35957,0.241837697094,1,615.959961,4.03007031332,1,1186.199218,8.0617811344,1,520.049804,3.38133598036,1
2000-06-08,15912.209961,15980.94043,15786.360352,15876.929688,15876.929688,129.339844,0.81949507942,1,268.419922,1.71582411507,1,1259.30957,8.59426827724,1,330.759766,2.12277908578,1,-52.929687,-0.330111736055,0,9.700196,0.060735395986,1,978.410157,6.52163427899,1,351.420899,2.24844339139,1,118.240235,0.754654892336,1,142.570313,0.911354043007,1,1133.459961,7.73539661606,1,646.010743,4.26681523005,1,-23.129882,-0.145470410964,0,15.25,0.0961436638488,1,935.739258,6.26281595422,1,649.54004,4.26560333068,1,-23.129882,-0.145470410964,0,15.25,0.0961436638488,1,935.739258,6.26281595422,1,649.54004,4.26560333068,1
2000-06-09,15841.19043,16154.799805,15723.330078,16120.259766,16120.259766,-71.019531,-0.44632097725,0,-20.50957,-0.129302470731,0,675.610352,4.45489291227,1,616.020508,4.04606655398,1,173.859375,1.08791704569,1,293.099805,1.84784610099,1,810.669922,5.28325768995,1,901.280274,5.90867092784,1,-63.030274,-0.399270462567,0,-138.369922,-0.872352408632,0,580.379883,3.83267378897,1,654.669922,4.34457951286,1,243.330078,1.5326015973,1,258.559766,1.63008861597,1,836.160157,5.47078453027,1,927.389649,6.10411095374,1,243.330078,1.5326015973,1,258.559766,1.63008861597,1,836.160157,5.47078453027,1,927.389649,6.10411095374,1
2000-06-12,16125.75,16250.639648,16047.519531,16055.049805,16055.049805,284.55957,1.79632693173,1,342.879883,2.17248118028,1,481.959961,3.08083884914,1,834.69043,5.4586827432,1,95.839843,0.593259242806,1,216.769531,1.35194765467,1,279.399414,1.74939084195,1,709.269531,4.56375162332,1,324.189453,2.06183710061,1,379.399414,2.42147373882,1,403.729492,2.58076521734,1,756.459961,4.94707353364,1,-65.209961,-0.404521775372,0,154.990235,0.974777700157,1,193.370117,1.21910239523,1,535.75,3.45215316884,1,-65.209961,-0.404521775372,0,154.990235,0.974777700157,1,193.370117,1.21910239523,1,535.75,3.45215316884,1
2000-06-13,15947.870117,15947.870117,15657.820312,15692.94043,15692.94043,-177.879883,-1.10307975133,0,35.660156,0.224105615043,1,86.170117,0.54325902646,1,428.570117,2.76152994658,1,-302.769531,-1.86312377579,0,-33.070313,-0.206935963155,0,86.170117,0.54325902646,1,428.570117,2.76152994658,1,-389.699219,-2.42840781871,0,-128.54004,-0.814247471449,0,-203.879688,-1.28535836638,0,138.520312,0.892568041084,1,-362.109375,-2.25542355457,0,-183.989258,-1.1588465882,0,-168.75957,-1.06394377652,0,173.64043,1.118867668,1,-362.109375,-2.25542355457,0,-183.989258,-1.1588465882,0,-168.75957,-1.06394377652,0,173.64043,1.118867668,1
2000-06-14,15761.429688,15887.780273,15621.299805,15857.070312,15857.070312,-186.440429,-1.1690616216,0,-79.760742,-0.503502197972,0,-21.440429,-0.135846198068,0,10.399415,0.0660237128604,1,-60.089844,-0.376789148389,0,-267.019532,-1.65288047653,0,-146.089844,-0.911132764167,0,-24.489258,-0.153901729431,0,-36.520507,-0.233241321412,0,-102.030273,-0.64891007499,0,-46.820312,-0.298825332269,0,-33.120117,-0.211570388204,0,164.129882,1.04588354701,1,-263.189454,-1.63266261103,0,-42.989258,-0.270371678865,0,39.310546,0.248521576895,1,164.129882,1.04588354701,1,-263.189454,-1.63266261103,0,-42.989258,-0.270371678865,0,39.310546,0.248521576895,1
2000-06-15,15941.820312,16222.509766,15894.700195,16080.339844,16080.339844,180.390624,1.14450673302,1,-183.929688,-1.14059617692,0,29.610351,0.186085723307,1,246.730468,1.57202329169,1,334.729493,2.10683611712,1,-28.129882,-0.173100152421,0,241.569336,1.51160901361,1,527.419922,3.36041352577,1,273.40039,1.75017695975,1,-152.819336,-0.952292568984,0,108.339843,0.686287659627,1,382.959961,2.46883944176,1,223.269532,1.4080124992,1,25.290039,0.157520775751,1,203.410156,1.28116808474,1,502.870117,3.22818869696,1,223.269532,1.4080124992,1,25.290039,0.157520775751,1,203.410156,1.28116808474,1,502.870117,3.22818869696,1
2000-06-16,16088.740234,16483.910156,16002.280273,16434.380859,16434.380859,146.919922,0.921600664947,1,140.870117,0.883316179318,1,247.549804,1.56269697719,1,649.780273,4.20870495578,1,261.40039,1.61134370557,1,536.040039,3.36120143359,1,329.110351,2.03722952294,1,1044.950195,6.76826805458,1,107.580078,0.676829865805,1,344.459961,2.1999228126,1,278.950195,1.77411651105,1,831.169921,5.47863605046,1,354.041015,2.2017010737,1,741.440429,4.72467497285,1,314.121093,1.94861061521,1,1120.310547,7.31556355806,1,354.041015,2.2017010737,1,741.440429,4.72467497285,1,314.121093,1.94861061521,1,1120.310547,7.31556355806,1
2000-06-19,16332.69043,16364.209961,16168.790039,16267.469727,16267.469727,243.950196,1.5162790402,1,571.260742,3.62442210706,1,206.94043,1.28329181588,1,1034.120118,6.75958666013,1,-119.700195,-0.726163840176,0,476.429688,2.99871775549,1,113.570313,0.698866724388,1,1035.229492,6.75341386267,1,166.509766,1.04053774312,1,547.490234,3.50476747028,1,121.270508,0.755696279202,1,995.589844,6.5615020642,1,-166.911132,-1.01562166188,0,410.399415,2.58811625934,1,212.419922,1.32307233288,1,998.830079,6.54170968748,1,-166.911132,-1.01562166188,0,410.399415,2.58811625934,1,212.419922,1.32307233288,1,998.830079,6.54170968748,1
2000-06-20,16467.140625,16525.019531,15968.660156,16086.740234,16086.740234,134.450195,0.823196861388,1,525.320313,3.29523418731,1,519.270508,3.25604926671,1,1129.480469,7.3640989402,1,160.80957,0.982690703574,1,302.509765,1.86475316929,1,577.149414,3.61897488358,1,1081.689453,7.00425003893,1,-200.129883,-1.23775423218,0,73.959961,0.465312085743,1,310.839844,1.9852050784,1,1141.299804,7.69725545819,1,-180.729493,-1.11098711744,0,6.40039,0.0398025791873,1,393.799804,2.50940737178,1,1185.740234,7.95745409033,1,-180.729493,-1.11098711744,0,6.40039,0.0398025791873,1,393.799804,2.50940737178,1,1185.740234,7.95745409033,1
2000-06-21,16071.19043,16338.910156,15935.530273,16238.139648,16238.139648,-395.950195,-2.404486632,0,-17.549804,-0.109081281348,0,309.760742,1.96530865621,1,1216.550782,8.18970241506,1,-186.109375,-1.12622786709,0,-145.0,-0.879645658268,0,451.129883,2.83947710283,1,1484.270508,9.99196576404,1,-33.129883,-0.207468144956,0,-66.75,-0.417128052135,0,314.230468,2.01155135567,1,1290.919921,8.814983055,1,151.399414,0.941144146034,1,-196.241211,-1.19408946819,0,381.069336,2.40315095098,1,1461.239257,9.88867230837,1,151.399414,0.941144146034,1,-196.241211,-1.19408946819,0,381.069336,2.40315095098,1,1461.239257,9.88867230837,1
2000-06-22,16227.469727,16266.459961,15860.969727,15952.360352,15952.360352,156.279297,0.972418923668,1,-105.220703,-0.644233743675,0,285.649415,1.79182433003,1,1574.809571,10.7476018295,1,-72.450195,-0.44342122154,0,-97.75,-0.597340172443,0,43.950195,0.270921057432,1,1585.400391,10.7989507395,1,-74.560546,-0.467888703562,0,-307.820312,-1.90379311784,0,-33.730468,-0.212212042921,0,1480.189454,10.2928313061,1,-285.779296,-1.75992633513,0,-315.109375,-1.93705216784,0,-127.979492,-0.795875542691,0,1459.44043,10.0700234173,1,-285.779296,-1.75992633513,0,-315.109375,-1.93705216784,0,-127.979492,-0.795875542691,0,1459.44043,10.0700234173,1
2000-06-23,15827.280273,15904.389648,15667.349609,15738.080078,15738.080078,-400.189454,-2.4661235592,0,-639.860352,-3.88567977022,0,-261.459961,-1.62511145806,0,1334.380273,9.20713089168,1,-362.070313,-2.22587037295,0,-620.629883,-3.75569833268,0,-579.520508,-3.51567378441,0,1411.489648,9.73918020548,1,-193.620118,-1.22073316659,0,-301.310547,-1.88688683995,0,-334.930664,-2.09301835917,0,1174.449609,8.10362045553,1,-214.280274,-1.34325121344,0,-348.660156,-2.16737605586,0,-696.300781,-4.23685435414,0,1245.180078,8.59165576248,1,-214.280274,-1.34325121344,0,-348.660156,-2.16737605586,0,-696.300781,-4.23685435414,0,1245.180078,8.59165576248,1
2000-06-26,15726.120117,16048.69043,15644.610352,15978.910156,15978.910156,-101.160156,-0.639150594765,0,-345.070313,-2.14713598537,0,-606.570313,-3.713841976,0,1287.450195,8.91668139763,1,144.300782,0.907301601594,1,-290.219726,-1.77624898619,0,-315.519531,-1.92810732539,0,880.209961,5.80288818513,1,-22.739257,-0.145137866758,0,-290.919921,-1.82560552436,0,-524.179687,-3.24192277675,0,1356.280274,9.49222383999,1,240.830078,1.5302379757,1,-259.229492,-1.59642359051,0,-288.559571,-1.77384421697,0,866.969726,5.73698480361,1,240.830078,1.5302379757,1,-259.229492,-1.59642359051,0,-288.559571,-1.77384421697,0,866.969726,5.73698480361,1
2000-06-27,16147.139648,16274.230469,16031.580078,16155.769531,16155.769531,421.019531,2.67719900311,1,-80.330079,-0.495025289533,0,-320.000977,-1.94326983832,0,1029.389648,6.80914585835,1,225.540039,1.40534855466,1,7.770508,0.0477701234235,1,-250.789062,-1.51763246954,0,1108.540039,7.30952569629,1,386.969726,2.47350184692,1,170.610351,1.07566153859,1,62.919922,0.394021297876,1,1195.780273,8.06009981745,1,176.859375,1.10683002328,1,203.409179,1.27510396275,1,69.029297,0.429106804709,1,1274.469726,8.56423661038,1,176.859375,1.10683002328,1,203.409179,1.27510396275,1,69.029297,0.429106804709,1,1274.469726,8.56423661038,1
2000-06-28,16202.160156,16511.240234,16132.530273,16438.419922,16438.419922,55.020508,0.340744609878,1,374.879883,2.36856791902,1,130.969726,0.814934815006,1,1240.640625,8.2922100421,1,237.009765,1.45635005877,1,606.850586,3.81561694244,1,172.330078,1.05472198791,1,1326.910156,8.73868092424,1,100.950195,0.629695853489,1,465.180664,2.96910885127,1,197.0,1.23623121807,1,1326.270507,8.95749857128,1,282.650391,1.74953220555,1,700.339844,4.44997001241,1,200.280274,1.23339420858,1,1278.129883,8.43077460729,1,282.650391,1.74953220555,1,700.339844,4.44997001241,1,200.280274,1.23339420858,1,1278.129883,8.43077460729,1
2000-06-29,16474.400391,16534.480469,16226.55957,16286.799805,16286.799805,272.240235,1.68027122543,1,748.280274,4.7582001691,1,246.930664,1.52168309758,1,1181.140625,7.72327576378,1,23.240235,0.140754023748,1,485.790039,3.02697619547,1,268.020508,1.64768799507,1,1241.220703,8.11612907903,1,94.029297,0.582855233549,1,581.949218,3.71980640557,1,365.589843,2.30496526563,1,1505.159179,10.2242934709,1,-151.620117,-0.922352134326,0,307.889649,1.92685011677,1,334.439453,2.09648883062,1,1458.990235,9.83955336162,1,-151.620117,-0.922352134326,0,307.889649,1.92685011677,1,334.439453,2.09648883062,1,1458.990235,9.83955336162,1
2000-06-30,16142.349609,16310.049805,16015.519531,16155.780273,16155.780273,-332.050782,-2.01555609988,0,-4.790039,-0.0296649382146,0,315.069336,1.99067262704,1,1453.609375,9.8960792542,1,-224.430664,-1.35734935501,0,35.819336,0.220098492941,1,405.660157,2.55061757149,1,1621.309571,11.0377714166,1,-211.040039,-1.30058400913,0,-16.060547,-0.100180686631,0,348.169922,2.22226433117,1,1805.029297,12.7020902677,1,-131.019532,-0.804452277726,0,0.0107419999986,6.6490178496e-05,1,417.700195,2.65407338716,1,1833.180664,12.7992174189,1,-131.019532,-0.804452277726,0,0.0107419999986,6.6490178496e-05,1,417.700195,2.65407338716,1,1833.180664,12.7992174189,1
2000-07-03,16177.05957,16179.900391,15928.919922,16124.969727,16124.969727,34.709961,0.215024217916,1,-25.100586,-0.154921231233,0,450.939453,2.8674552251,1,1838.30957,12.8205706216,1,-130.149414,-0.797970671801,0,-331.339843,-2.00675320754,0,131.209961,0.817574253627,1,1480.480469,10.0716931475,1,-86.599609,-0.540723070721,0,-203.610351,-1.26211045356,0,284.30957,1.81730042234,1,1762.55957,12.4418659854,1,-30.810546,-0.1907091176,0,-313.450195,-1.90681462383,0,146.059571,0.914077177818,1,1646.709961,11.3736732702,1,-30.810546,-0.1907091176,0,-313.450195,-1.90681462383,0,146.059571,0.914077177818,1,1646.709961,11.3736732702,1
2000-07-05,16275.330078,16540.640625,16275.330078,16474.269531,16474.269531,98.270508,0.607468295303,1,-199.070313,-1.20836150801,0,128.19043,0.793889399575,1,1996.820312,13.9847949452,1,360.740234,2.22955781731,1,6.160156,0.0372564230945,1,266.410156,1.63700616448,1,2262.130859,15.8429058499,1,346.410156,2.17472470008,1,48.770508,0.30055975692,1,243.75,1.52043653098,1,2293.889648,16.4066761181,1,349.299804,2.16620440171,1,187.469726,1.1510531734,1,318.5,1.97143193575,1,2333.539062,16.5022526037,1,349.299804,2.16620440171,1,187.469726,1.1510531734,1,318.5,1.97143193575,1,2333.539062,16.5022526037,1
2000-07-06,16396.080078,16681.339844,16365.660156,16489.589844,16489.589844,120.75,0.741920436767,1,253.730469,1.57183108498,1,193.919922,1.19687696044,1,2278.950195,16.1431552581,1,140.699219,0.850627386145,1,371.290039,2.27644944951,1,170.09961,1.03020492458,1,2369.639649,16.5573594801,1,90.330078,0.555012264372,1,350.140625,2.18625829978,1,233.129883,1.44509186752,1,2384.719726,17.0569336014,1,15.320313,0.0929954009261,1,333.809571,2.06619281371,1,51.169922,0.31128248483,1,2232.410156,15.6581470168,1,15.320313,0.0929954009261,1,333.809571,2.06619281371,1,51.169922,0.31128248483,1,2232.410156,15.6581470168,1
2000-07-07,16631.859375,16861.580078,16565.390625,16829.960938,16829.960938,235.779297,1.43802235582,1,454.799805,2.81138734164,1,157.458984,0.955779756852,1,2516.319336,17.8265891992,1,180.240234,1.08049015058,1,681.679687,4.2131265986,1,327.099609,1.97828779449,1,2746.040039,19.4540204017,1,199.730469,1.22042415091,1,636.470703,3.9956927784,1,338.831055,2.08812628172,1,2686.760742,19.3589768201,1,340.371094,2.06415743036,1,704.991211,4.37204672589,1,543.161133,3.33497764756,1,2895.980469,20.7835835241,1,340.371094,2.06415743036,1,704.991211,4.37204672589,1,543.161133,3.33497764756,1,2895.980469,20.7835835241,1
